Date:	Wed, Nov 20, 2013		
measured by:	Rotem		
HOPG 1-longrun			
Time [s]	CPD stream	Light	SPV
0.000000	-295.509000		
0.501000	-295.509000		
1.001000	-295.777000		
1.500000	-296.186000		
2.000000	-296.094000		
2.500000	-295.760000		
3.000000	-295.593000		
3.500000	-295.392000		
4.000000	-295.591000		
4.500000	-295.671000		
5.000000	-295.927000		
5.500000	-295.858000		
6.000000	-295.731000		
6.500000	-295.735000		
7.000000	-295.974000		
7.500000	-296.197000		
8.000000	-295.548000		
8.500000	-295.322000		
9.000000	-295.631000		
9.501000	-295.819000		
10.001000	-295.933000		
10.501000	-295.491000		
11.001000	-295.560000		
11.501000	-295.693000		
12.001000	-295.703000		
12.501000	-295.654000		
13.001000	-295.795000		
13.501000	-295.382000		
14.001000	-295.394000		
14.501000	-295.592000		
15.001000	-295.427000		
15.501000	-295.111000		
16.001000	-295.012000		
16.501000	-295.144000		
17.001000	-295.303000		
17.501000	-295.166000		
18.001000	-294.978000		
18.501000	-295.353000		
19.001000	-295.574000		
19.501000	-295.620000		
20.001000	-295.850000		
20.501000	-295.354000		
21.001000	-295.097000		
21.501000	-294.874000		
22.001000	-294.558000		
22.501000	-294.780000		
23.001000	-294.799000		
23.501000	-294.373000		
24.001000	-294.261000		
24.501000	-293.896000		
25.001000	-294.317000		
25.501000	-294.343000		
26.001000	-294.280000		
26.501000	-294.476000		
27.001000	-294.520000		
27.501000	-294.451000		
28.001000	-294.572000		
28.501000	-294.960000		
29.001000	-295.332000		
29.501000	-294.967000		
30.001000	-294.595000		
30.501000	-294.484000		
31.001000	-294.319000		
31.501000	-294.266000		
32.001000	-294.748000		
32.501000	-294.987000		
33.001000	-295.031000		
33.501000	-294.958000		
34.001000	-294.979000		
34.501000	-294.775000		
35.001000	-294.141000		
35.501000	-294.435000		
36.001000	-294.601000		
36.501000	-294.401000		
37.001000	-295.301000		
37.501000	-295.210000		
38.001000	-294.379000		
38.501000	-294.194000		
39.001000	-294.093000		
39.501000	-293.844000		
40.001000	-294.064000		
40.501000	-293.766000		
41.001000	-293.777000		
41.501000	-294.078000		
42.001000	-294.196000		
42.501000	-294.032000		
43.001000	-294.444000		
43.501000	-294.577000		
44.001000	-294.347000		
44.501000	-293.870000		
45.001000	-293.822000		
45.501000	-293.775000		
46.001000	-293.923000		
46.501000	-293.930000		
47.001000	-294.219000		
