Date:	Wed, Jan 15, 2014		
measured by:	Rotem		
Reference 3			
Time [s]	CPD stream	Light	SPV
0.000000	-523.039000		
0.501000	-522.989000		
1.000000	-522.429000		
1.500000	-522.477000		
2.000000	-522.615000		
2.500000	-522.563000		
3.000000	-522.217000		
3.500000	-522.222000		
4.000000	-522.185000		
4.500000	-522.027000		
5.000000	-521.977000		
5.500000	-522.074000		
6.001000	-522.254000		
6.500000	-521.898000		
7.001000	-522.018000		
7.500000	-522.107000		
8.000000	-522.029000		
8.500000	-521.857000		
9.000000	-521.688000		
9.500000	-522.123000		
10.000000	-521.925000		
10.500000	-521.730000		
11.000000	-521.840000		
11.500000	-521.474000		
12.000000	-521.435000		
12.500000	-521.419000		
13.000000	-521.619000		
13.500000	-521.305000		
14.000000	-521.336000		
14.500000	-521.114000		
15.000000	-521.334000		
15.500000	-521.335000		
16.000000	-521.355000		
16.500000	-521.337000		
17.000000	-521.345000		
17.500000	-520.981000		
18.000000	-520.974000		
18.500000	-521.159000		
19.000000	-521.268000		
19.500000	-521.400000		
20.000000	-521.261000		
20.500000	-521.251000		
21.000000	-521.133000		
21.500000	-521.235000		
22.000000	-521.088000		
22.500000	-521.273000		
23.000000	-521.387000		
23.500000	-521.047000		
24.000000	-521.009000		
24.500000	-521.070000		
25.000000	-521.343000		
25.500000	-521.334000		
26.000000	-521.147000		
26.500000	-520.908000		
27.000000	-521.066000		
27.500000	-521.178000		
28.000000	-521.191000		
28.500000	-521.062000		
29.000000	-520.669000		
29.500000	-520.385000		
30.000000	-520.503000		
30.500000	-520.617000		
31.000000	-520.694000		
31.500000	-520.344000		
32.000000	-520.529000		
32.500000	-520.378000		
33.000000	-520.598000		
33.500000	-520.723000		
34.000000	-520.343000		
34.500000	-520.336000		
35.000000	-520.437000		
35.500000	-520.198000		
36.000000	-520.655000		
36.500000	-520.325000		
37.000000	-520.219000		
37.500000	-520.494000		
38.000000	-520.059000		
38.500000	-520.163000		
39.000000	-520.150000		
39.500000	-520.066000		
40.000000	-520.159000		
40.500000	-519.834000		
41.000000	-519.961000		
41.500000	-520.220000		
42.000000	-520.250000		
42.500000	-519.531000		
43.000000	-520.110000		
43.500000	-520.093000		
44.000000	-519.714000		
44.500000	-519.637000		
45.000000	-519.756000		
45.500000	-519.974000		
46.000000	-519.655000		
46.500000	-519.817000		
47.000000	-519.800000		
47.500000	-520.014000		
48.000000	-519.893000		
48.500000	-519.872000		
49.000000	-519.719000		
49.500000	-519.454000		
50.000000	-519.474000		
50.500000	-519.485000		
51.000000	-519.325000		
51.500000	-519.378000		
52.000000	-519.732000		
52.500000	-519.569000		
53.000000	-519.076000		
53.500000	-519.127000		
54.000000	-518.985000		
54.500000	-519.322000		
55.000000	-519.260000		
55.500000	-519.199000		
56.000000	-519.039000		
56.500000	-518.870000		
57.000000	-518.958000		
57.500000	-518.965000		
58.000000	-518.883000		
58.500000	-518.977000		
59.000000	-519.179000		
59.500000	-519.210000		
60.000000	-519.216000		
60.500000	-519.341000		
61.001000	-519.163000		
61.500000	-518.923000		
62.000000	-518.661000		
62.500000	-518.453000		
63.000000	-518.562000		
63.500000	-518.637000		
64.000000	-518.563000		
64.500000	-518.431000		
65.000000	-518.504000		
65.500000	-518.562000		
