Date:	Wed, Jan 15, 2014		
measured by:	Rotem		
Sample 1 SPV : 			
Time [s]	CPD stream	Light	SPV
0.000000	-584.084000		
0.500000	-583.992000		
1.000000	-583.658000		
1.501000	-583.591000		
2.000000	-583.172000		
2.500000	-583.176000		
3.000000	-583.085000		
3.500000	-583.148000		
4.000000	-582.772000		
4.500000	-582.602000		
5.000000	-582.746000		
5.500000	-582.840000		
6.000000	-582.526000		
6.500000	-582.177000		
7.000000	-582.471000		
7.500000	-582.756000		
8.000000	-583.099000		
8.500000	-583.006000		
9.000000	-583.144000		
9.500000	-583.048000		
10.000000	-582.802000		
10.500000	-582.880000		
11.000000	-582.850000		
11.500000	-582.682000		
12.000000	-582.615000		
12.500000	-582.726000		
13.000000	-582.415000		
13.500000	-582.369000		
14.000000	-582.073000		
14.500000	-581.873000		
15.000000	-582.019000		
15.500000	-582.183000		
16.000000	-582.025000		
16.500000	-581.651000		
17.000000	-581.818000		
17.500000	-581.557000		
18.000000	-581.524000		
18.500000	-582.106000		
19.000000	-582.096000		
19.500000	-581.971000		
20.000000	-581.733000		
20.500000	-582.930000		
21.000000	-585.360000		
21.500000	-588.181000		
22.000000	-591.138000		
22.500000	-593.766000		
23.000000	-595.784000		
23.500000	-597.500000		
24.000000	-599.217000		
24.500000	-600.880000		
25.000000	-602.157000		
25.500000	-603.203000		
26.000000	-604.598000		
26.500000	-605.271000		
27.000000	-606.249000		
27.500000	-606.904000		
28.000000	-607.306000		
28.500000	-607.473000		
29.000000	-607.901000		
29.500000	-608.178000		
30.000000	-608.339000		
30.500000	-608.673000		
31.000000	-608.944000		
31.500000	-609.038000		
32.000000	-609.324000		
32.500000	-609.666000		
33.000000	-609.857000		
33.500000	-610.012000		
34.000000	-610.096000		
34.500000	-610.249000		
35.000000	-610.470000		
35.500000	-610.865000		
36.000000	-610.584000		
36.500000	-610.556000		
37.000000	-610.929000		
37.500000	-611.018000		
38.000000	-610.972000		
38.500000	-611.172000		
39.000000	-611.204000		
39.500000	-611.476000		
40.000000	-611.501000		
40.500000	-611.425000		
41.000000	-611.367000		
41.500000	-611.218000		
42.000000	-611.515000		
42.500000	-611.575000		
43.000000	-611.674000		
43.500000	-611.708000		
44.000000	-611.924000		
44.500000	-611.581000		
45.000000	-611.745000		
45.500000	-611.625000		
46.000000	-611.670000		
46.500000	-611.900000		
47.000000	-611.827000		
47.500000	-612.043000		
48.000000	-612.271000		
48.500000	-612.547000		
49.000000	-612.562000		
49.500000	-612.646000		
50.000000	-612.906000		
50.500000	-612.914000		
51.000000	-612.863000		
51.500000	-613.006000		
52.000000	-613.397000		
52.500000	-614.137000		
53.000000	-614.520000		
53.500000	-614.743000		
54.000000	-614.986000		
54.500000	-615.469000		
55.000000	-616.423000		
55.500000	-616.565000		
56.000000	-616.675000		
56.500000	-616.712000		
57.000000	-616.820000		
57.500000	-616.877000		
58.000000	-617.014000		
58.500000	-617.074000		
59.000000	-617.589000		
59.500000	-618.058000		
60.000000	-618.300000		
60.500000	-618.571000		
61.000000	-618.481000		
61.500000	-618.340000		
62.000000	-618.209000		
62.500000	-617.860000		
63.000000	-618.029000		
63.500000	-617.958000		
64.000000	-618.066000		
64.500000	-618.386000		
65.000000	-618.295000		
65.500000	-618.537000		
66.000000	-618.397000		
66.500000	-618.725000		
67.000000	-619.121000		
67.500000	-619.144000		
68.000000	-619.050000		
68.500000	-618.949000		
69.000000	-619.276000		
69.500000	-619.433000		
70.000000	-619.358000		
70.500000	-619.576000		
71.000000	-619.645000		
71.500000	-619.771000		
72.000000	-619.820000		
72.500000	-619.794000		
73.000000	-619.574000		
73.500000	-619.145000		
74.000000	-619.127000		
74.500000	-618.981000		
75.000000	-619.035000		
75.500000	-619.361000		
76.000000	-619.278000		
76.500000	-619.273000		
77.000000	-619.011000		
77.500000	-618.729000		
78.000000	-618.880000		
78.500000	-618.835000		
79.000000	-618.970000		
79.500000	-619.089000		
80.000000	-619.244000		
80.500000	-619.018000		
81.000000	-619.178000		
81.500000	-619.226000		
82.000000	-619.652000		
82.500000	-619.737000		
83.000000	-619.699000		
83.500000	-619.620000		
84.000000	-619.432000		
84.500000	-619.304000		
85.000000	-619.504000		
85.500000	-619.034000		
86.000000	-619.043000		
86.500000	-619.391000		
87.000000	-619.372000		
87.500000	-619.386000		
88.000000	-619.653000		
88.500000	-619.795000		
89.000000	-619.920000		
89.500000	-620.358000		
90.000000	-620.554000		
90.500000	-620.765000		
91.000000	-621.157000		
91.500000	-621.397000		
92.000000	-621.704000		
92.500000	-621.598000		
93.000000	-621.335000		
93.500000	-621.294000		
94.000000	-621.128000		
94.500000	-620.873000		
95.000000	-620.900000		
95.500000	-620.875000		
96.000000	-621.430000		
96.500000	-621.505000		
97.000000	-621.267000		
97.500000	-621.372000		
98.000000	-621.433000		
98.500000	-621.101000		
99.000000	-621.265000		
99.500000	-621.179000		
100.000000	-621.114000		
100.500000	-621.209000		
101.000000	-621.467000		
101.500000	-621.472000		
102.000000	-621.608000		
102.500000	-621.424000		
103.000000	-621.771000		
103.500000	-622.106000		
104.000000	-622.041000		
104.500000	-622.006000		
105.000000	-622.108000		
105.500000	-622.278000		
106.000000	-621.926000		
106.500000	-621.592000		
107.000000	-621.123000		
107.500000	-621.001000		
108.000000	-621.224000		
108.500000	-621.408000		
109.000000	-621.660000		
109.500000	-621.464000		
110.000000	-621.331000		
110.500000	-621.144000		
111.000000	-621.095000		
111.500000	-621.339000		
112.000000	-621.270000		
112.500000	-621.195000		
113.000000	-621.120000		
113.500000	-621.200000		
114.000000	-621.228000		
114.500000	-621.046000		
115.000000	-620.996000		
115.500000	-621.165000		
116.000000	-621.134000		
116.500000	-620.989000		
117.000000	-620.666000		
117.500000	-620.682000		
118.000000	-620.598000		
118.500000	-620.882000		
119.000000	-620.896000		
119.500000	-620.914000		
120.000000	-620.937000		
120.500000	-621.268000		
121.000000	-621.381000		
121.500000	-621.264000		
122.000000	-621.189000		
122.500000	-620.983000		
123.000000	-620.821000		
123.500000	-621.111000		
124.000000	-620.707000		
124.500000	-620.765000		
125.000000	-620.799000		
125.500000	-620.949000		
126.000000	-621.032000		
126.500000	-620.953000		
127.000000	-620.811000		
127.500000	-620.460000		
128.000000	-619.955000		
128.500000	-620.222000		
129.000000	-620.004000		
129.500000	-619.535000		
130.000000	-618.821000		
130.500000	-617.725000		
131.000000	-616.788000		
131.500000	-615.056000		
132.000000	-613.853000		
132.500000	-612.817000		
133.000000	-612.059000		
133.500000	-611.503000		
134.000000	-610.417000		
134.500000	-609.539000		
135.000000	-609.089000		
135.500000	-608.241000		
136.000000	-607.415000		
136.500000	-606.583000		
137.000000	-605.923000		
137.500000	-605.389000		
138.000000	-604.475000		
138.500000	-603.281000		
139.000000	-602.489000		
139.500000	-602.094000		
140.000000	-601.325000		
140.500000	-600.965000		
141.000000	-600.554000		
141.500000	-600.013000		
142.000000	-599.708000		
142.500000	-599.124000		
143.000000	-598.941000		
143.500000	0.923400		
144.000000	0.924900		
144.500000	0.924800		
145.000000	0.925000		
145.500000	0.925100		
146.000000	0.925500		
146.500000	0.925600		
147.000000	0.925400		
147.500000	0.925400		
148.000000	0.925100		
148.500000	0.924700		
149.000000	0.924900		
149.500000	0.924900		
150.000000	0.925100		
150.500000	0.924700		
151.000000	0.925200		
151.500000	0.925000		
152.000000	0.925500		
152.500000	0.925800		
153.000000	0.925900		
153.500000	0.925700		
154.000000	0.925500		
154.500000	0.925300		
155.000000	0.925700		
155.500000	0.926000		
156.000000	0.926300		
156.500000	0.926000		
157.000000	0.925600		
157.500000	0.925600		
158.000000	0.926000		
158.500000	0.925600		
159.000000	0.926000		
159.500000	0.926200		
160.000000	0.925800		
160.500000	0.925800		
161.000000	0.925400		
161.500000	0.925200		
162.000000	0.925200		
162.500000	0.925900		
163.000000	0.925900		
163.500000	0.925900		
164.000000	0.925800		
164.500000	0.926200		
165.000000	0.926100		
165.500000	0.921000		
166.000000	0.894400		
166.500000	-128.929600		
167.000000	-281.261000		
167.500000	-404.309000		
168.000000	-478.894000		
168.500000	-523.177000		
169.000000	-554.825000		
169.500000	-571.229000		
170.000000	-583.323000		
170.500000	-589.713000		
171.000000	-593.392000		
171.500000	-595.510000		
172.000000	-596.911000		
172.500000	-597.601000		
173.000000	-598.438000		
173.500000	-598.701000		
