Date:	Wed, Jan 15, 2014		
measured by:	Rotem		
Sample 2			
Time [s]	CPD stream	Light	SPV
0.000000	-597.389000		
0.499000	-597.295000		
1.000000	-597.478000		
1.499000	-597.322000		
2.000000	-597.123000		
2.499000	-596.758000		
3.000000	-596.194000		
3.499000	-596.107000		
4.000000	-596.074000		
4.499000	-596.051000		
4.999000	-596.150000		
5.499000	-596.424000		
5.999000	-596.631000		
6.499000	-596.509000		
6.999000	-596.328000		
7.499000	-596.116000		
7.999000	-595.860000		
8.499000	-595.895000		
8.999000	-595.584000		
9.500000	-595.846000		
9.999000	-595.787000		
10.499000	-595.460000		
10.999000	-595.483000		
11.499000	-595.632000		
11.999000	-595.455000		
12.499000	-595.308000		
12.999000	-595.534000		
13.499000	-595.348000		
13.999000	-594.931000		
14.499000	-594.813000		
14.999000	-594.917000		
15.499000	-595.052000		
15.999000	-595.030000		
16.499000	-594.739000		
16.999000	-594.250000		
17.499000	-594.135000		
17.999000	-594.628000		
18.499000	-594.583000		
18.999000	-594.141000		
19.499000	-594.257000		
19.999000	-594.176000		
20.499000	-594.054000		
20.999000	-593.986000		
21.499000	-593.883000		
21.999000	-593.645000		
22.499000	-593.528000		
22.999000	-593.282000		
23.499000	-593.232000		
23.999000	-593.608000		
24.499000	-593.757000		
24.999000	-593.809000		
25.499000	-593.672000		
25.999000	-593.569000		
26.499000	-593.620000		
26.999000	-593.490000		
27.499000	-592.895000		
27.999000	-592.947000		
28.499000	-592.942000		
28.999000	-593.057000		
29.499000	-593.180000		
29.999000	-593.462000		
30.499000	-593.600000		
30.999000	-593.583000		
31.499000	-593.634000		
31.999000	-593.292000		
32.499000	-593.383000		
32.999000	-592.919000		
33.499000	-592.783000		
33.999000	-592.909000		
34.499000	-592.869000		
34.999000	-592.504000		
35.499000	-592.879000		
35.999000	-593.124000		
36.499000	-593.407000		
36.999000	-593.131000		
37.500000	-593.125000		
37.999000	-593.053000		
38.499000	-592.788000		
38.999000	-593.131000		
39.499000	-593.175000		
39.999000	-592.922000		
40.499000	-592.512000		
40.999000	-592.523000		
41.500000	-592.334000		
