Date:	Wed, Jan 15, 2014		
measured by:	Rotem		
Reference 1			
Time [s]	CPD stream	Light	SPV
0.000000	-534.062000		
0.500000	-533.946000		
1.000000	-534.160000		
1.501000	-533.745000		
2.000000	-533.359000		
2.501000	-533.203000		
3.000000	-533.303000		
3.501000	-533.433000		
4.000000	-533.738000		
4.500000	-533.472000		
5.000000	-533.337000		
5.500000	-533.375000		
6.000000	-533.107000		
6.500000	-533.161000		
7.000000	-532.963000		
7.500000	-532.796000		
8.000000	-532.629000		
8.500000	-532.487000		
9.000000	-532.416000		
9.500000	-532.327000		
10.001000	-532.189000		
10.500000	-532.149000		
11.000000	-532.266000		
11.500000	-532.240000		
12.000000	-532.248000		
12.500000	-532.278000		
13.000000	-532.416000		
13.500000	-532.393000		
14.000000	-532.422000		
14.500000	-532.049000		
15.000000	-531.873000		
15.500000	-531.527000		
16.000000	-531.285000		
16.500000	-531.275000		
17.000000	-530.964000		
17.500000	-530.967000		
18.000000	-530.769000		
18.500000	-530.520000		
19.000000	-530.267000		
19.500000	-530.638000		
20.000000	-530.383000		
20.500000	-530.411000		
21.000000	-530.088000		
21.500000	-530.325000		
22.000000	-530.011000		
22.500000	-530.111000		
23.000000	-530.134000		
23.500000	-530.011000		
24.000000	-529.824000		
24.500000	-529.798000		
25.000000	-529.805000		
25.500000	-529.450000		
26.000000	-529.546000		
26.500000	-529.123000		
27.000000	-529.132000		
27.500000	-529.244000		
28.000000	-529.103000		
28.500000	-529.138000		
29.000000	-528.971000		
29.500000	-529.184000		
30.000000	-529.263000		
30.500000	-529.256000		
31.000000	-528.965000		
31.500000	-528.715000		
32.000000	-528.572000		
32.500000	-528.304000		
33.000000	-528.374000		
33.500000	-528.328000		
34.000000	-528.518000		
34.500000	-528.536000		
35.000000	-528.408000		
35.500000	-528.361000		
36.000000	-528.149000		
36.500000	-528.499000		
37.000000	-528.459000		
37.500000	-528.211000		
38.000000	-528.181000		
38.500000	-528.418000		
39.000000	-528.785000		
39.500000	-528.791000		
40.000000	-528.684000		
40.500000	-528.464000		
41.000000	-527.897000		
41.500000	-527.976000		
42.000000	-527.886000		
42.500000	-528.033000		
43.000000	-528.026000		
43.500000	-528.267000		
44.000000	-528.446000		
44.500000	-528.309000		
45.000000	-528.335000		
45.500000	-528.202000		
46.000000	-528.203000		
46.500000	-528.016000		
47.000000	-527.789000		
47.500000	-527.730000		
48.000000	-527.548000		
48.500000	-527.391000		
49.000000	-527.406000		
49.500000	-527.214000		
50.000000	-526.891000		
50.500000	-526.782000		
51.000000	-526.950000		
51.500000	-527.207000		
52.000000	-526.989000		
52.500000	-526.854000		
53.000000	-526.698000		
53.500000	-526.849000		
54.000000	-526.886000		
54.500000	-526.857000		
55.000000	-526.748000		
55.500000	-526.807000		
56.000000	-526.770000		
56.500000	-526.835000		
57.000000	-526.820000		
57.500000	-526.729000		
58.000000	-526.427000		
58.500000	-526.554000		
59.000000	-526.692000		
59.500000	-526.494000		
60.000000	-526.166000		
60.500000	-525.894000		
61.000000	-525.864000		
61.500000	-526.048000		
62.000000	-526.081000		
62.500000	-526.075000		
63.000000	-526.003000		
63.500000	-526.338000		
64.000000	-526.568000		
64.500000	-526.272000		
65.000000	-526.263000		
65.500000	-526.197000		
66.000000	-526.282000		
66.500000	-526.236000		
67.000000	-525.998000		
67.500000	-526.249000		
68.000000	-526.303000		
68.500000	-525.956000		
69.000000	-525.844000		
69.500000	-525.719000		
70.000000	-525.403000		
70.500000	-525.361000		
71.000000	-525.699000		
71.500000	-525.802000		
72.001000	-525.457000		
72.500000	-525.287000		
73.000000	-525.391000		
73.500000	-525.456000		
74.000000	-525.515000		
74.500000	-525.518000		
75.000000	-525.493000		
75.500000	-525.409000		
76.000000	-525.214000		
76.501000	-525.130000		
77.000000	-525.178000		
77.500000	-525.226000		
78.000000	-524.931000		
