Date:	Wed, Jan 15, 2014		
measured by:	Rotem		
Sample			
Time [s]	CPD stream	Light	SPV
322.000000	-590.891000		
322.500000	-590.667000		
323.000000	-590.642000		
323.500000	-590.566000		
324.000000	-590.563000		
324.500000	-590.844000		
325.000000	-590.750000		
325.500000	-590.802000		
326.000000	-590.531000		
326.500000	-590.318000		
327.000000	-590.056000		
327.500000	-589.994000		
328.001000	-589.973000		
328.500000	-590.261000		
329.001000	-590.242000		
329.500000	-589.789000		
330.001000	-589.574000		
330.500000	-589.299000		
331.001000	-589.045000		
331.500000	-589.115000		
332.001000	-589.155000		
332.500000	-589.131000		
333.001000	-588.789000		
333.500000	-589.000000		
334.000000	-589.018000		
334.500000	-588.689000		
335.000000	-588.634000		
335.500000	-588.684000		
336.000000	-588.888000		
336.500000	-589.073000		
337.000000	-589.006000		
337.500000	-588.907000		
338.000000	-588.732000		
338.500000	-588.515000		
339.000000	-588.209000		
339.500000	-588.130000		
340.000000	-588.296000		
340.500000	-588.031000		
341.000000	-587.794000		
341.500000	-587.597000		
342.000000	-587.470000		
342.500000	-587.627000		
343.000000	-587.667000		
343.500000	-587.514000		
344.000000	-587.384000		
344.500000	-587.049000		
345.000000	-587.359000		
345.500000	-587.372000		
346.000000	-587.306000		
346.500000	-586.540000		
347.000000	-586.258000		
347.500000	-586.358000		
348.000000	-586.305000		
348.500000	-586.070000		
349.000000	-586.109000		
349.500000	-586.053000		
350.000000	-585.952000		
350.500000	-585.811000		
351.000000	-585.798000		
351.500000	-585.699000		
352.000000	-585.480000		
352.500000	-585.761000		
353.000000	-585.492000		
353.500000	-585.208000		
354.001000	-585.418000		
354.500000	-585.220000		
355.000000	-585.274000		
355.500000	-585.194000		
356.000000	-585.078000		
356.500000	-585.408000		
357.000000	-585.254000		
357.500000	-584.999000		
358.000000	-584.754000		
358.500000	-584.654000		
359.000000	-584.824000		
359.500000	-584.933000		
360.000000	-584.969000		
360.500000	-584.851000		
361.000000	-584.940000		
361.500000	-584.741000		
