Date:	Fri, Apr 04, 2014		
measured by:	Rotem		
Write here experiment description to be saved in the file header.			
Time [s]	CPD stream	Light	SPV
0.000000	-627.091000		
0.500000	-626.998000		
0.999000	-627.153000		
1.499000	-627.139000		
2.000000	-626.869000		
2.499000	-626.912000		
3.000000	-626.828000		
3.499000	-626.855000		
4.000000	-626.908000		
4.499000	-626.865000		
5.000000	-627.009000		
5.499000	-627.108000		
5.999000	-627.108000		
6.500000	-627.091000		
6.999000	-626.753000		
7.500000	-626.396000		
7.999000	-626.786000		
8.500000	-626.959000		
8.999000	-626.827000		
9.499000	-626.878000		
9.999000	-626.893000		
10.499000	-626.851000		
11.000000	-627.073000		
11.500000	-627.312000		
12.000000	-627.399000		
12.500000	-627.190000		
13.000000	-627.390000		
13.500000	-627.572000		
14.000000	-627.283000		
14.500000	-626.835000		
15.000000	-626.903000		
15.500000	-627.354000		
16.000000	-627.589000		
16.500000	-627.588000		
17.000000	-627.450000		
17.500000	-627.575000		
18.000000	-627.497000		
18.500000	-627.332000		
19.000000	-627.286000		
19.500000	-627.575000		
20.000000	-627.537000		
20.500000	-627.393000		
21.000000	-627.444000		
21.500000	-627.317000		
22.000000	-627.340000		
22.500000	-627.452000		
23.000000	-627.693000		
23.500000	-627.570000		
24.000000	-627.390000		
24.500000	-627.499000		
25.000000	-627.713000		
25.500000	-627.577000		
26.000000	-627.636000		
26.500000	-627.878000		
27.000000	-627.858000		
27.500000	-627.376000		
28.000000	-627.378000		
28.500000	-627.635000		
29.000000	-627.674000		
29.500000	-627.683000		
30.000000	-627.718000		
30.500000	-627.565000		
31.000000	-627.868000		
31.500000	-627.517000		
32.000000	-627.294000		
32.500000	-627.650000		
33.000000	-627.836000		
33.500000	-627.699000		
34.000000	-627.413000		
34.500000	-627.623000		
35.000000	-627.464000		
35.500000	-627.462000		
36.000000	-627.532000		
36.500000	-627.623000		
37.000000	-627.628000		
37.500000	-628.056000		
38.000000	-627.958000		
38.500000	-627.328000		
39.000000	-627.266000		
39.500000	-627.559000		
40.000000	-627.920000		
40.500000	-627.982000		
41.000000	-627.674000		
41.500000	-627.822000		
42.000000	-627.938000		
42.500000	-627.784000		
43.000000	-627.688000		
43.500000	-627.472000		
44.000000	-627.807000		
44.500000	-627.943000		
45.000000	-627.847000		
45.500000	-627.929000		
46.000000	-627.471000		
46.500000	-627.969000		
47.000000	-628.027000		
47.500000	-627.942000		
48.000000	-627.622000		
48.500000	-627.811000		
49.000000	-627.707000		
49.500000	-627.465000		
50.000000	-627.748000		
50.500000	-627.890000		
51.000000	-628.193000		
51.500000	-628.021000		
52.000000	-627.879000		
52.500000	-627.995000		
53.000000	-627.804000		
53.500000	-627.808000		
54.000000	-628.022000		
54.500000	-628.213000		
55.000000	-628.068000		
55.500000	-628.233000		
56.000000	-628.259000		
56.500000	-628.025000		
57.000000	-627.987000		
57.500000	-628.307000		
58.000000	-628.168000		
58.500000	-627.779000		
59.000000	-628.136000		
59.500000	-628.158000		
60.000000	-628.171000		
60.500000	-627.808000		
61.000000	-628.171000		
61.500000	-628.448000		
62.000000	-628.240000		
62.500000	-627.843000		
63.000000	-627.760000		
63.500000	-628.024000		
64.000000	-628.135000		
64.500000	-628.356000		
65.000000	-628.383000		
65.500000	-628.249000		
66.000000	-628.183000		
66.500000	-628.199000		
67.000000	-627.875000		
67.500000	-628.245000		
68.000000	-628.215000		
68.500000	-628.425000		
69.000000	-628.490000		
69.500000	-628.327000		
70.000000	-628.123000		
70.500000	-628.247000		
71.000000	-628.121000		
71.500000	-628.421000		
72.000000	-628.598000		
72.500000	-628.569000		
73.000000	-628.385000		
73.500000	-628.083000		
74.000000	-628.015000		
74.500000	-628.093000		
75.000000	-628.141000		
75.500000	-628.526000		
76.000000	-628.559000		
76.500000	-628.565000		
77.000000	-628.151000		
77.500000	-628.201000		
78.000000	-628.483000		
78.500000	-628.553000		
79.000000	-628.622000		
79.500000	-628.438000		
80.000000	-628.366000		
80.500000	-628.279000		
81.000000	-628.424000		
81.500000	-628.176000		
82.000000	-628.369000		
82.500000	-628.773000		
83.000000	-628.567000		
83.500000	-628.331000		
84.000000	-628.021000		
84.500000	-628.317000		
85.000000	-628.413000		
85.500000	-628.831000		
86.000000	-628.822000		
86.500000	-628.995000		
87.000000	-628.870000		
87.500000	-628.138000		
88.000000	-628.438000		
88.500000	-628.456000		
89.000000	-628.594000		
89.500000	-628.826000		
90.000000	-628.543000		
90.500000	-628.615000		
91.000000	-628.769000		
91.500000	-628.685000		
92.000000	-628.329000		
92.500000	-628.570000		
93.000000	-628.472000		
93.500000	-628.678000		
94.000000	-628.586000		
94.500000	-628.778000		
95.000000	-628.434000		
95.500000	-628.291000		
96.000000	-628.639000		
96.500000	-628.872000		
97.000000	-628.892000		
97.500000	-628.683000		
98.000000	-628.535000		
98.500000	-628.731000		
99.000000	-628.484000		
99.500000	-629.025000		
100.000000	-628.894000		
100.500000	-628.783000		
101.000000	-628.684000		
101.500000	-628.535000		
102.000000	-628.692000		
102.500000	-628.773000		
103.000000	-628.966000		
103.500000	-628.824000		
104.000000	-629.146000		
104.500000	-628.743000		
105.000000	-628.373000		
105.500000	-628.552000		
106.000000	-628.658000		
106.500000	-628.946000		
107.000000	-629.253000		
107.500000	-629.128000		
108.000000	-629.112000		
108.500000	-628.609000		
109.000000	-628.791000		
109.500000	-629.044000		
110.000000	-629.012000		
110.500000	-629.157000		
111.000000	-629.344000		
111.500000	-628.961000		
112.000000	-628.753000		
112.500000	-628.813000		
113.000000	-628.930000		
113.500000	-628.830000		
114.000000	-629.300000		
114.500000	-629.155000		
115.000000	-629.320000		
115.500000	-629.081000		
116.000000	-629.152000		
116.500000	-629.170000		
117.000000	-628.929000		
117.500000	-629.222000		
118.000000	-629.007000		
118.500000	-628.776000		
119.000000	-628.770000		
119.500000	-628.777000		
120.000000	-629.239000		
120.500000	-629.070000		
121.000000	-629.194000		
121.500000	-629.539000		
122.000000	-629.318000		
122.500000	-629.317000		
123.000000	-629.236000		
123.500000	-629.235000		
124.000000	-629.286000		
124.500000	-629.492000		
125.000000	-629.330000		
125.500000	-629.179000		
126.000000	-629.111000		
126.500000	-629.337000		
127.000000	-629.165000		
127.500000	-629.627000		
128.000000	-629.703000		
128.500000	-629.367000		
129.000000	-629.450000		
129.500000	-629.458000		
130.000000	-629.582000		
130.500000	-629.534000		
131.000000	-629.667000		
131.500000	-629.289000		
132.000000	-629.384000		
132.500000	-629.414000		
133.000000	-629.293000		
133.500000	-629.315000		
134.000000	-629.426000		
134.500000	-629.801000		
135.000000	-629.897000		
135.500000	-629.587000		
136.000000	-629.893000		
136.500000	-629.355000		
137.000000	-629.256000		
137.500000	-629.329000		
138.000000	-629.387000		
138.500000	-629.786000		
139.000000	-629.823000		
139.500000	-629.454000		
140.000000	-629.531000		
140.500000	-629.643000		
141.000000	-629.726000		
141.500000	-629.779000		
142.000000	-629.370000		
142.500000	-629.756000		
143.000000	-629.654000		
143.500000	-629.604000		
144.000000	-629.721000		
144.500000	-629.870000		
145.000000	-629.886000		
145.500000	-629.848000		
146.000000	-629.683000		
146.500000	-629.363000		
147.000000	-629.401000		
147.500000	-629.465000		
148.000000	-629.810000		
148.500000	-629.710000		
149.000000	-629.697000		
149.500000	-629.504000		
150.000000	-629.667000		
150.500000	-629.694000		
151.000000	-629.557000		
151.500000	-629.786000		
152.000000	-629.963000		
152.500000	-629.815000		
153.000000	-630.104000		
153.500000	-630.153000		
154.000000	-629.757000		
154.500000	-629.971000		
155.000000	-629.991000		
155.500000	-630.028000		
156.000000	-630.068000		
156.500000	-629.616000		
157.000000	-629.652000		
157.500000	-629.614000		
158.000000	-629.727000		
158.500000	-629.942000		
159.000000	-630.350000		
159.500000	-629.934000		
160.000000	-629.835000		
160.500000	-629.776000		
161.000000	-630.030000		
161.500000	-629.915000		
162.000000	-630.096000		
162.500000	-629.754000		
163.000000	-629.741000		
163.500000	-630.113000		
164.000000	-629.780000		
164.500000	-629.912000		
165.000000	-629.809000		
165.500000	-630.049000		
166.000000	-629.716000		
166.500000	-629.826000		
167.000000	-629.932000		
167.500000	-630.007000		
168.000000	-630.278000		
168.500000	-630.230000		
169.000000	-630.336000		
169.500000	-630.553000		
170.000000	-630.284000		
170.500000	-630.290000		
171.000000	-630.068000		
171.500000	-630.416000		
172.000000	-630.551000		
172.500000	-630.730000		
173.000000	-630.497000		
173.500000	-630.406000		
174.000000	-630.252000		
174.500000	-630.309000		
175.000000	-630.616000		
175.500000	-630.321000		
176.000000	-630.661000		
176.500000	-630.703000		
177.000000	-630.667000		
177.500000	-630.512000		
178.000000	-630.162000		
178.500000	-630.317000		
179.000000	-630.584000		
179.500000	-630.819000		
180.000000	-630.382000		
180.500000	-630.185000		
181.000000	-630.266000		
181.500000	-630.532000		
182.000000	-630.521000		
182.500000	-630.491000		
183.000000	-630.693000		
183.500000	-630.869000		
184.000000	-630.500000		
184.500000	-630.476000		
185.000000	-630.465000		
185.500000	-630.499000		
186.000000	-630.210000		
186.500000	-630.530000		
187.000000	-630.649000		
187.500000	-630.580000		
188.000000	-630.591000		
188.500000	-630.481000		
189.000000	-630.727000		
189.500000	-630.669000		
190.000000	-630.615000		
190.500000	-630.604000		
191.000000	-630.482000		
191.500000	-630.416000		
192.000000	-630.409000		
192.500000	-630.456000		
193.000000	-630.825000		
193.500000	-630.837000		
194.000000	-630.595000		
194.500000	-630.383000		
195.000000	-630.640000		
195.500000	-630.689000		
196.000000	-630.810000		
196.500000	-630.780000		
197.000000	-630.606000		
197.500000	-630.212000		
198.000000	-630.468000		
198.500000	-630.694000		
199.000000	-630.801000		
199.500000	-630.616000		
200.000000	-630.654000		
200.500000	-630.478000		
201.000000	-630.497000		
201.500000	-630.562000		
202.000000	-630.685000		
202.500000	-630.598000		
203.000000	-630.538000		
203.500000	-630.701000		
204.000000	-631.009000		
204.500000	-630.751000		
205.000000	-630.554000		
205.500000	-630.913000		
206.000000	-631.078000		
206.500000	-631.063000		
207.000000	-631.135000		
207.500000	-630.592000		
208.000000	-630.573000		
208.500000	-630.652000		
209.000000	-630.777000		
209.500000	-630.932000		
210.000000	-631.108000		
210.500000	-630.895000		
211.000000	-630.732000		
211.500000	-631.030000		
212.000000	-631.011000		
212.500000	-630.994000		
213.000000	-630.684000		
213.500000	-630.534000		
214.000000	-630.791000		
214.500000	-631.008000		
215.000000	-631.128000		
215.500000	-631.177000		
216.000000	-631.146000		
216.500000	-631.114000		
217.000000	-630.967000		
217.500000	-631.346000		
218.000000	-630.879000		
218.500000	-630.987000		
219.000000	-631.187000		
219.500000	-631.267000		
220.000000	-631.384000		
220.500000	-631.194000		
221.000000	-630.993000		
221.500000	-630.830000		
222.000000	-630.783000		
222.500000	-630.693000		
223.000000	-631.104000		
223.500000	-631.331000		
224.000000	-631.412000		
224.500000	-631.172000		
225.000000	-631.011000		
225.500000	-631.173000		
226.000000	-631.218000		
226.500000	-631.449000		
227.000000	-631.512000		
227.500000	-631.486000		
228.000000	-631.171000		
228.500000	-631.131000		
229.000000	-630.909000		
229.500000	-630.877000		
230.000000	-631.064000		
230.500000	-631.146000		
231.000000	-631.292000		
231.500000	-631.114000		
232.000000	-631.227000		
232.500000	-631.148000		
233.000000	-631.558000		
233.500000	-631.726000		
234.000000	-631.576000		
234.500000	-631.314000		
235.000000	-631.451000		
235.500000	-631.462000		
236.000000	-631.492000		
236.500000	-631.566000		
237.000000	-631.849000		
237.500000	-631.551000		
238.000000	-631.543000		
238.500000	-631.307000		
239.000000	-631.409000		
239.500000	-631.530000		
240.000000	-631.532000		
240.500000	-631.799000		
241.000000	-631.643000		
241.500000	-631.658000		
242.000000	-631.579000		
242.500000	-631.249000		
243.000000	-631.441000		
243.500000	-631.651000		
244.000000	-631.681000		
244.500000	-631.473000		
245.000000	-631.359000		
245.500000	-631.387000		
246.000000	-631.276000		
246.500000	-631.471000		
247.000000	-631.548000		
247.500000	-631.743000		
248.000000	-631.611000		
248.500000	-631.979000		
249.000000	-631.470000		
249.500000	-631.431000		
250.000000	-631.691000		
250.500000	-631.629000		
251.000000	-631.452000		
251.500000	-632.222000		
252.000000	-631.658000		
252.500000	-631.712000		
253.000000	-631.534000		
253.500000	-631.708000		
254.000000	-631.854000		
254.500000	-632.060000		
255.000000	-632.069000		
255.500000	-631.833000		
256.000000	-631.635000		
256.500000	-631.583000		
257.000000	-631.932000		
257.500000	-632.170000		
258.000000	-632.186000		
258.500000	-631.946000		
259.000000	-631.647000		
259.500000	-631.808000		
260.000000	-632.091000		
260.500000	-632.031000		
261.000000	-632.358000		
261.500000	-632.141000		
262.000000	-632.055000		
262.500000	-631.934000		
263.000000	-631.828000		
263.500000	-631.941000		
264.000000	-632.098000		
264.500000	-632.064000		
265.000000	-631.870000		
265.500000	-631.750000		
266.000000	-631.829000		
266.500000	-631.858000		
267.000000	-632.041000		
267.500000	-631.945000		
268.000000	-632.074000		
268.500000	-631.790000		
269.000000	-631.713000		
269.500000	-631.979000		
270.000000	-632.126000		
270.500000	-632.111000		
271.000000	-632.059000		
271.500000	-632.262000		
272.000000	-632.131000		
272.500000	-631.987000		
273.000000	-631.766000		
273.500000	-632.242000		
274.000000	-632.344000		
274.500000	-632.124000		
275.000000	-632.400000		
275.500000	-632.206000		
276.000000	-632.281000		
276.500000	-632.080000		
277.000000	-632.311000		
277.500000	-632.559000		
278.000000	-632.573000		
278.500000	-632.231000		
279.000000	-632.367000		
279.500000	-632.172000		
280.000000	-632.101000		
280.500000	-632.402000		
281.000000	-632.640000		
281.500000	-632.292000		
282.000000	-632.248000		
282.500000	-632.042000		
283.000000	-632.204000		
283.500000	-631.997000		
284.000000	-632.265000		
284.500000	-632.378000		
285.000000	-632.612000		
285.500000	-632.421000		
286.000000	-632.414000		
286.500000	-631.913000		
287.000000	-632.376000		
287.500000	-632.622000		
288.000000	-632.549000		
288.500000	-632.450000		
289.000000	-632.538000		
289.500000	-632.324000		
290.000000	-632.382000		
290.500000	-632.541000		
291.000000	-632.439000		
291.500000	-632.375000		
292.000000	-632.148000		
292.500000	-632.048000		
293.000000	-632.129000		
293.500000	-632.573000		
294.000000	-632.702000		
294.500000	-632.822000		
295.000000	-632.904000		
295.500000	-632.858000		
296.000000	-632.633000		
296.500000	-632.278000		
297.000000	-632.341000		
297.500000	-632.818000		
298.000000	-632.758000		
298.500000	-632.772000		
299.000000	-632.635000		
299.500000	-632.785000		
300.000000	-632.609000		
300.500000	-632.566000		
301.000000	-632.544000		
301.500000	-632.692000		
302.000000	-632.855000		
302.500000	-632.856000		
303.000000	-632.650000		
303.500000	-632.578000		
304.000000	-632.697000		
304.500000	-632.964000		
305.000000	-632.996000		
305.500000	-632.851000		
306.000000	-633.018000		
306.500000	-632.460000		
307.000000	-632.390000		
307.500000	-632.470000		
308.000000	-633.041000		
308.500000	-633.144000		
309.000000	-633.098000		
309.500000	-632.716000		
310.000000	-632.673000		
310.500000	-632.869000		
311.000000	-633.016000		
311.500000	-632.942000		
312.000000	-632.845000		
312.500000	-632.837000		
313.000000	-632.866000		
313.500000	-632.965000		
314.000000	-632.934000		
314.500000	-632.863000		
315.000000	-633.061000		
315.500000	-632.900000		
316.000000	-632.787000		
316.500000	-632.600000		
317.000000	-632.856000		
317.500000	-632.707000		
318.000000	-632.578000		
318.500000	-632.921000		
319.000000	-632.821000		
319.500000	-633.140000		
320.000000	-633.050000		
320.500000	-632.826000		
321.000000	-632.897000		
321.500000	-632.932000		
322.000000	-633.198000		
322.500000	-633.362000		
323.000000	-633.150000		
323.500000	-633.066000		
324.000000	-633.082000		
324.500000	-633.170000		
325.000000	-633.237000		
325.500000	-633.338000		
326.000000	-632.799000		
326.500000	-632.872000		
327.000000	-632.824000		
327.500000	-633.073000		
328.000000	-633.019000		
328.500000	-632.995000		
329.000000	-633.279000		
329.500000	-633.391000		
330.000000	-633.423000		
330.500000	-633.360000		
331.000000	-632.901000		
331.500000	-632.908000		
332.000000	-632.774000		
332.500000	-633.201000		
333.000000	-633.358000		
333.500000	-633.331000		
334.000000	-633.412000		
334.500000	-633.093000		
335.000000	-633.200000		
335.500000	-633.393000		
336.000000	-633.211000		
336.500000	-633.519000		
337.000000	-633.238000		
337.500000	-632.931000		
338.000000	-633.053000		
338.500000	-633.274000		
339.000000	-633.387000		
339.500000	-633.572000		
340.000000	-633.514000		
340.500000	-633.252000		
341.000000	-633.096000		
341.500000	-633.047000		
342.000000	-633.584000		
