Date:	Sun, Nov 03, 2013		
measured by:	Rotem		
First sample, 20 min pirahna, 1min50sec HF, 6 min till start 			
Time [s]	CPD stream	Light	SPV
0.000000	-847.980000		
0.500000	-848.220000		
1.000000	-848.133000		
1.499000	-848.057000		
2.000000	-848.355000		
2.499000	-848.336000		
3.000000	-848.446000		
3.499000	-848.231000		
4.000000	-847.964000		
4.499000	-847.589000		
5.000000	-847.681000		
5.500000	-847.402000		
5.999000	-847.410000		
6.500000	-847.458000		
6.999000	-847.592000		
7.500000	-847.698000		
7.999000	-847.702000		
8.500000	-847.423000		
9.000000	-847.379000		
9.500000	-847.551000		
10.000000	-847.485000		
10.500000	-847.121000		
11.000000	-847.262000		
11.500000	-847.538000		
12.000000	-847.275000		
12.500000	-847.251000		
13.000000	-847.186000		
13.500000	-846.942000		
14.000000	-846.661000		
14.500000	-847.028000		
15.000000	-846.828000		
15.500000	-846.652000		
16.000000	-846.686000		
16.500000	-846.612000		
17.000000	-846.495000		
17.500000	-846.638000		
18.000000	-846.696000		
18.500000	-846.215000		
19.000000	-846.334000		
19.500000	-846.230000		
20.000000	-846.174000		
20.500000	-846.145000		
21.000000	-846.245000		
21.500000	-846.073000		
22.000000	-845.894000		
22.500000	-846.092000		
23.000000	-845.802000		
23.500000	-845.519000		
24.000000	-845.286000		
24.500000	-845.410000		
25.000000	-845.582000		
25.500000	-845.433000		
26.000000	-845.150000		
26.500000	-844.978000		
27.000000	-845.201000		
27.500000	-845.698000		
28.000000	-845.748000		
28.500000	-845.681000		
29.000000	-845.326000		
29.500000	-845.231000		
30.000000	-845.091000		
30.500000	-845.079000		
31.000000	-845.084000		
31.500000	-845.091000		
32.000000	-845.547000		
32.500000	-845.428000		
33.000000	-844.988000		
33.500000	-844.471000		
34.000000	-844.375000		
34.500000	-844.417000		
35.000000	-844.450000		
35.500000	-844.602000		
36.000000	-844.850000		
36.500000	-844.607000		
37.000000	-844.531000		
37.500000	-844.486000		
38.000000	-844.310000		
38.500000	-844.427000		
39.000000	-844.665000		
39.500000	-844.575000		
40.000000	-844.175000		
40.500000	-843.954000		
41.000000	-844.116000		
41.500000	-843.955000		
42.000000	-843.934000		
42.500000	-844.094000		
43.000000	-843.977000		
43.500000	-843.589000		
44.000000	-843.663000		
44.500000	-843.656000		
45.000000	-843.289000		
45.500000	-843.518000		
46.000000	-843.735000		
46.500000	-843.491000		
47.000000	-843.394000		
47.500000	-843.241000		
48.000000	-843.457000		
48.500000	-843.453000		
49.000000	-843.446000		
49.500000	-843.228000		
50.000000	-843.030000		
50.500000	-843.438000		
51.000000	-843.276000		
51.500000	-843.006000		
52.000000	-842.731000		
52.500000	-842.851000		
53.000000	-842.942000		
53.500000	-842.666000		
54.000000	-842.752000		
54.500000	-842.598000		
55.000000	-842.575000		
55.500000	-842.535000		
56.000000	-842.598000		
56.500000	-842.382000		
57.000000	-842.350000		
57.500000	-842.287000		
58.000000	-841.862000		
58.500000	-841.991000		
59.000000	-842.339000		
59.500000	-842.375000		
60.000000	-841.941000		
60.500000	-841.960000		
61.000000	-842.182000		
61.500000	-842.120000		
62.000000	-842.011000		
62.500000	-842.017000		
63.000000	-841.952000		
63.499000	-841.559000		
64.000000	-841.676000		
64.499000	-841.505000		
65.000000	-841.155000		
65.500000	-841.293000		
66.000000	-841.392000		
66.500000	-841.299000		
67.000000	-841.039000		
67.500000	-841.042000		
68.000000	-841.245000		
68.500000	-840.900000		
69.000000	-840.775000		
69.500000	-840.744000		
70.000000	-840.588000		
70.500000	-840.632000		
71.000000	-840.685000		
71.500000	-840.783000		
72.000000	-840.513000		
72.500000	-840.589000		
73.000000	-840.811000		
73.500000	-840.564000		
74.000000	-840.727000		
74.500000	-840.792000		
75.000000	-840.593000		
75.500000	-840.443000		
76.000000	-840.396000		
76.500000	-840.117000		
77.000000	-840.233000		
77.500000	-840.250000		
78.000000	-840.161000		
78.500000	-839.811000		
79.000000	-839.793000		
79.500000	-839.926000		
80.000000	-839.938000		
80.500000	-839.470000		
81.000000	-839.675000		
81.500000	-840.132000		
82.000000	-839.678000		
82.500000	-839.615000		
106.000000	-837.191000		
106.500000	-836.999000		
106.999000	-837.028000		
107.500000	-836.818000		
108.000000	-837.035000		
108.500000	-836.857000		
109.000000	-836.786000		
109.500000	-836.437000		
110.000000	-836.590000		
110.500000	-836.487000		
111.000000	-836.337000		
111.500000	-836.581000		
111.999000	-836.271000		
112.500000	-836.215000		
113.000000	-836.163000		
113.500000	-836.863000		
114.000000	-836.588000		
114.500000	-836.252000		
115.000000	-836.323000		
115.500000	-836.032000		
116.000000	-836.074000		
116.500000	-835.652000		
117.000000	-835.681000		
117.500000	-835.645000		
118.000000	-835.615000		
118.500000	-835.635000		
119.000000	-836.271000		
119.500000	-836.022000		
120.000000	-835.425000		
120.500000	-835.240000		
121.000000	-835.313000		
121.500000	-835.371000		
121.999000	-835.453000		
122.499000	-835.147000		
122.999000	-834.826000		
123.499000	-834.930000		
124.000000	-834.913000		
124.499000	-835.180000		
125.000000	-835.076000		
125.500000	-834.862000		
125.999000	-834.986000		
126.500000	-834.979000		
127.000000	-835.056000		
127.500000	-835.034000		
128.000000	-835.059000		
128.500000	-834.859000		
129.000000	-834.299000		
129.500000	-834.405000		
130.000000	-834.469000		
130.500000	-834.335000		
131.000000	-834.246000		
131.500000	-834.203000		
132.000000	-834.395000		
132.499000	-833.973000		
132.999000	-834.059000		
133.500000	-834.406000		
134.000000	-834.220000		
134.500000	-833.977000		
135.000000	-833.837000		
135.499000	-833.856000		
136.000000	-833.829000		
136.500000	-833.478000		
137.000000	-833.947000		
137.500000	-833.792000		
137.999000	-833.350000		
138.500000	-833.379000		
139.000000	-833.684000		
139.500000	-833.664000		
140.000000	-833.247000		
140.500000	-833.347000		
141.000000	-833.320000		
141.500000	-832.954000		
142.000000	-832.833000		
142.500000	-833.481000		
