Date:	Sun, Nov 03, 2013		
measured by:	Rotem		
HOPG			
Time [s]	CPD stream	Light	SPV
0.000000	-338.869000		
0.501000	-339.190000		
1.000000	-339.472000		
1.501000	-339.545000		
2.001000	-339.333000		
2.501000	-339.452000		
3.001000	-339.588000		
3.500000	-339.578000		
4.001000	-339.456000		
4.500000	-339.453000		
5.001000	-339.676000		
5.500000	-339.663000		
6.001000	-339.279000		
6.500000	-339.327000		
7.001000	-339.386000		
7.501000	-339.442000		
8.001000	-339.500000		
8.501000	-339.163000		
9.001000	-339.432000		
9.501000	-339.165000		
10.001000	-339.311000		
10.501000	-339.277000		
11.001000	-338.839000		
11.501000	-338.948000		
12.001000	-339.137000		
12.501000	-339.404000		
13.001000	-339.263000		
13.501000	-338.859000		
14.001000	-338.783000		
14.501000	-338.929000		
15.001000	-339.048000		
15.501000	-338.921000		
16.001000	-338.823000		
16.501000	-338.803000		
17.001000	-338.992000		
17.501000	-339.313000		
18.001000	-338.938000		
18.501000	-338.508000		
19.001000	-338.423000		
19.501000	-338.413000		
20.001000	-338.599000		
20.501000	-338.678000		
21.001000	-338.563000		
21.501000	-338.355000		
22.001000	-338.118000		
22.501000	-338.184000		
23.001000	-338.518000		
23.501000	-338.431000		
24.001000	-338.153000		
24.501000	-338.355000		
25.001000	-338.470000		
25.501000	-338.399000		
26.001000	-338.035000		
26.501000	-337.988000		
27.001000	-338.219000		
27.501000	-338.151000		
28.001000	-338.220000		
28.501000	-337.958000		
29.001000	-337.872000		
29.501000	-337.873000		
30.001000	-337.823000		
30.501000	-337.884000		
31.001000	-337.936000		
31.501000	-337.699000		
32.001000	-337.625000		
32.501000	-337.999000		
33.001000	-337.541000		
33.501000	-337.039000		
34.001000	-337.345000		
34.501000	-337.477000		
35.001000	-337.713000		
35.501000	-337.655000		
36.001000	-337.474000		
36.501000	-337.506000		
37.001000	-337.408000		
37.501000	-337.175000		
38.001000	-337.035000		
38.501000	-337.194000		
39.001000	-337.145000		
39.501000	-337.303000		
40.001000	-337.353000		
40.501000	-337.210000		
41.001000	-337.224000		
41.501000	-337.386000		
42.001000	-337.553000		
42.501000	-337.266000		
43.001000	-336.812000		
43.501000	-337.065000		
44.001000	-336.994000		
44.501000	-336.847000		
45.001000	-336.524000		
45.501000	-336.765000		
46.001000	-336.900000		
46.501000	-337.177000		
47.001000	-337.003000		
47.501000	-336.996000		
48.001000	-336.867000		
48.501000	-337.053000		
49.001000	-337.146000		
49.501000	-337.072000		
50.001000	-336.777000		
50.501000	-336.389000		
51.001000	-336.490000		
51.501000	-336.718000		
52.001000	-336.410000		
52.501000	-336.379000		
53.001000	-336.486000		
53.501000	-336.360000		
54.001000	-336.357000		
54.501000	-336.351000		
55.001000	-336.227000		
55.501000	-336.566000		
56.001000	-336.816000		
56.501000	-336.602000		
57.001000	-336.308000		
57.501000	-336.556000		
58.001000	-336.755000		
58.501000	-336.625000		
59.001000	-336.469000		
59.501000	-336.480000		
60.001000	-336.538000		
60.501000	-336.665000		
61.001000	-336.289000		
61.501000	-336.404000		
62.001000	-336.629000		
62.501000	-336.314000		
63.001000	-336.367000		
63.501000	-336.399000		
64.001000	-336.167000		
64.501000	-336.267000		
65.001000	-336.318000		
65.501000	-336.171000		
66.001000	-336.332000		
66.501000	-336.107000		
67.001000	-336.059000		
67.501000	-336.081000		
68.001000	-336.198000		
68.501000	-336.210000		
69.001000	-336.213000		
69.501000	-335.964000		
70.001000	-336.311000		
70.501000	-336.025000		
71.001000	-336.140000		
71.501000	-336.135000		
72.001000	-335.841000		
72.501000	-335.966000		
73.001000	-335.887000		
73.501000	-335.773000		
74.001000	-335.920000		
74.501000	-336.216000		
75.001000	-336.248000		
75.501000	-335.903000		
76.001000	-336.137000		
76.501000	-335.973000		
77.001000	-335.670000		
77.501000	-335.430000		
78.001000	-335.718000		
78.501000	-335.398000		
79.001000	-335.347000		
79.501000	-335.354000		
80.001000	-335.398000		
80.501000	-335.552000		
81.001000	-335.570000		
81.501000	-335.420000		
82.001000	-335.435000		
82.501000	-335.511000		
83.001000	-335.749000		
83.501000	-335.631000		
84.001000	-335.349000		
84.501000	-335.701000		
85.001000	-335.641000		
85.501000	-335.238000		
86.001000	-335.152000		
86.501000	-335.328000		
87.001000	-335.172000		
87.501000	-334.837000		
88.001000	-334.731000		
88.501000	-335.058000		
89.001000	-334.986000		
89.501000	-334.878000		
90.001000	-334.770000		
90.501000	-334.807000		
91.001000	-335.067000		
91.501000	-334.857000		
92.001000	-335.075000		
92.501000	-335.016000		
93.001000	-334.936000		
93.501000	-335.025000		
94.001000	-334.979000		
94.501000	-334.737000		
95.001000	-334.828000		
95.501000	-334.659000		
96.001000	-334.534000		
96.501000	-334.519000		
97.001000	-334.889000		
97.501000	-334.716000		
98.001000	-334.773000		
98.501000	-334.681000		
99.001000	-334.475000		
99.501000	-334.709000		
100.001000	-334.670000		
100.501000	-334.265000		
101.001000	-334.501000		
101.501000	-334.789000		
102.001000	-334.807000		
102.501000	-334.581000		
103.001000	-334.560000		
103.501000	-334.803000		
104.001000	-334.859000		
104.501000	-334.484000		
105.001000	-334.388000		
105.501000	-334.185000		
106.001000	-334.344000		
106.501000	-334.268000		
107.001000	-334.079000		
107.501000	-334.503000		
108.001000	-334.421000		
108.501000	-334.374000		
109.001000	-334.332000		
109.501000	-334.350000		
110.001000	-334.087000		
110.501000	-334.179000		
111.001000	-334.190000		
111.501000	-334.460000		
112.001000	-334.136000		
112.501000	-334.315000		
113.001000	-334.106000		
113.501000	-334.009000		
114.001000	-334.071000		
114.501000	-334.242000		
115.001000	-333.979000		
115.501000	-334.028000		
116.001000	-334.045000		
116.501000	-333.970000		
117.001000	-333.653000		
117.501000	-333.769000		
118.001000	-333.843000		
118.501000	-334.044000		
119.001000	-333.958000		
119.501000	-333.726000		
120.001000	-333.868000		
120.501000	-333.981000		
121.001000	-333.529000		
121.501000	-333.455000		
122.001000	-333.817000		
122.501000	-334.092000		
123.001000	-333.715000		
123.501000	-333.542000		
124.001000	-333.369000		
124.501000	-333.702000		
125.001000	-333.748000		
125.501000	-333.478000		
126.001000	-333.704000		
126.501000	-333.833000		
127.001000	-333.669000		
