Date:	Sun, Mar 09, 2014		
measured by:	Rotem		
HOPG fresh from the GB, after "anneal", belongs to neg polarity experiment			
Time [s]	CPD stream	Light	SPV
254.501000	-723.260000		
255.001000	-723.261000		
255.501000	-722.930000		
256.001000	-722.782000		
256.501000	-723.005000		
257.001000	-723.183000		
257.501000	-723.198000		
258.001000	-722.784000		
258.501000	-722.881000		
259.001000	-722.622000		
259.501000	-722.346000		
260.001000	-722.232000		
260.501000	-722.453000		
261.001000	-722.088000		
261.501000	-722.128000		
262.001000	-722.359000		
262.501000	-722.648000		
263.001000	-722.944000		
263.501000	-722.772000		
264.001000	-722.448000		
264.501000	-722.477000		
265.001000	-722.573000		
265.501000	-722.653000		
266.001000	-722.633000		
266.501000	-722.350000		
267.001000	-722.338000		
267.501000	-722.192000		
268.001000	-722.569000		
268.501000	-722.206000		
269.001000	-722.260000		
269.501000	-722.256000		
270.001000	-722.277000		
270.501000	-722.540000		
271.001000	-722.758000		
271.501000	-722.625000		
272.001000	-722.597000		
272.501000	-722.594000		
273.001000	-722.470000		
273.501000	-722.053000		
274.001000	-722.125000		
274.501000	-722.153000		
275.001000	-721.976000		
275.501000	-721.855000		
276.001000	-721.916000		
276.501000	-721.732000		
277.001000	-721.734000		
277.501000	-721.986000		
278.001000	-721.871000		
278.501000	-721.842000		
279.001000	-721.697000		
279.501000	-722.078000		
280.001000	-722.033000		
280.501000	-721.517000		
281.001000	-721.392000		
281.501000	-721.480000		
282.001000	-721.457000		
282.501000	-721.392000		
283.001000	-721.550000		
283.501000	-721.383000		
284.001000	-721.967000		
284.501000	-722.465000		
285.001000	-722.553000		
285.501000	-722.265000		
286.001000	-722.005000		
286.501000	-722.242000		
287.001000	-721.949000		
287.501000	-721.509000		
288.001000	-721.272000		
288.501000	-721.131000		
289.001000	-720.859000		
289.501000	-721.099000		
290.001000	-721.491000		
290.501000	-721.204000		
291.001000	-721.526000		
291.501000	-722.013000		
292.001000	-721.545000		
292.501000	-721.545000		
293.001000	-721.344000		
293.501000	-721.574000		
294.001000	-721.366000		
294.501000	-721.545000		
295.001000	-721.121000		
295.501000	-721.002000		
296.001000	-720.794000		
296.501000	-720.721000		
297.001000	-720.901000		
297.501000	-721.093000		
298.001000	-721.138000		
298.501000	-721.455000		
299.001000	-721.560000		
299.501000	-721.414000		
300.001000	-721.430000		
300.501000	-721.184000		
301.001000	-720.689000		
301.501000	-720.777000		
302.001000	-720.739000		
302.501000	-720.609000		
303.001000	-720.637000		
303.501000	-720.597000		
304.001000	-720.834000		
304.501000	-720.945000		
305.001000	-721.057000		
305.501000	-721.182000		
306.001000	-721.205000		
306.501000	-720.762000		
307.001000	-720.526000		
307.501000	-720.422000		
308.001000	-720.064000		
308.501000	-720.049000		
309.001000	-720.305000		
309.501000	-720.255000		
310.001000	-720.430000		
310.501000	-720.622000		
311.001000	-720.878000		
311.501000	-720.793000		
312.001000	-720.684000		
312.501000	-720.370000		
313.001000	-720.269000		
313.501000	-720.416000		
314.001000	-720.474000		
314.501000	-720.289000		
315.001000	-720.285000		
315.501000	-720.277000		
316.001000	-720.328000		
316.501000	-720.284000		
317.001000	-720.215000		
317.501000	-720.580000		
318.001000	-720.391000		
318.501000	-720.095000		
319.001000	-720.302000		
319.501000	-720.033000		
320.001000	-720.171000		
320.501000	-720.491000		
321.001000	-720.317000		
321.501000	-719.873000		
322.001000	-719.469000		
322.501000	-719.502000		
323.001000	-719.168000		
323.501000	-719.203000		
324.001000	-719.399000		
324.501000	-719.555000		
325.001000	-719.738000		
325.501000	-719.677000		
326.001000	-719.807000		
326.501000	-719.735000		
327.001000	-720.125000		
327.501000	-720.204000		
328.001000	-719.828000		
328.501000	-719.741000		
329.001000	-719.985000		
329.501000	-719.461000		
330.001000	-719.493000		
330.501000	-719.892000		
331.001000	-719.866000		
331.501000	-719.684000		
332.001000	-719.691000		
332.501000	-719.720000		
333.001000	-719.632000		
333.501000	-719.389000		
334.001000	-719.483000		
334.501000	-719.309000		
335.001000	-719.457000		
335.501000	-719.930000		
336.001000	-719.540000		
336.501000	-719.261000		
337.001000	-719.358000		
337.501000	-719.338000		
338.001000	-719.382000		
338.501000	-719.579000		
339.001000	-719.289000		
339.501000	-719.386000		
340.001000	-719.376000		
340.501000	-718.937000		
341.001000	-719.529000		
341.501000	-719.547000		
342.001000	-719.564000		
342.501000	-719.753000		
343.001000	-719.619000		
343.501000	-719.132000		
344.001000	-719.155000		
344.501000	-718.693000		
345.001000	-718.686000		
345.501000	-718.991000		
346.001000	-718.949000		
346.501000	-719.033000		
347.001000	-719.214000		
347.501000	-719.108000		
348.001000	-719.498000		
348.501000	-719.361000		
349.001000	-719.301000		
349.501000	-719.282000		
350.001000	-719.183000		
350.501000	-719.082000		
351.001000	-719.109000		
351.501000	-718.580000		
352.001000	-718.693000		
352.501000	-718.901000		
353.001000	-719.055000		
353.501000	-719.219000		
354.001000	-719.186000		
354.501000	-719.550000		
355.001000	-719.461000		
355.501000	-719.424000		
356.001000	-719.580000		
356.501000	-719.138000		
357.001000	-718.917000		
357.501000	-718.909000		
358.001000	-718.851000		
358.501000	-718.468000		
359.001000	-718.384000		
359.501000	-718.747000		
360.001000	-718.587000		
360.501000	-718.605000		
361.001000	-719.130000		
361.501000	-718.998000		
362.001000	-718.867000		
362.501000	-718.416000		
363.001000	-718.528000		
363.501000	-718.419000		
364.001000	-718.357000		
364.501000	-718.219000		
365.001000	-718.226000		
365.501000	-718.256000		
366.001000	-718.328000		
366.501000	-718.374000		
367.001000	-718.175000		
367.501000	-718.376000		
368.001000	-718.459000		
368.501000	-718.353000		
369.001000	-718.717000		
369.501000	-718.705000		
370.001000	-718.497000		
370.501000	-718.692000		
371.001000	-718.161000		
371.501000	-718.257000		
372.001000	-718.080000		
372.501000	-718.236000		
373.001000	-718.423000		
373.501000	-718.215000		
374.001000	-718.205000		
374.501000	-718.224000		
375.001000	-718.201000		
375.501000	-718.195000		
376.001000	-717.794000		
376.501000	-717.880000		
377.001000	-718.203000		
377.501000	-718.232000		
378.001000	-718.026000		
378.501000	-718.182000		
379.001000	-718.162000		
379.501000	-717.960000		
380.001000	-717.801000		
380.501000	-717.624000		
381.001000	-717.664000		
381.501000	-717.631000		
382.001000	-717.602000		
382.501000	-717.844000		
383.001000	-717.716000		
383.501000	-717.953000		
384.001000	-718.128000		
384.501000	-718.094000		
385.001000	-717.994000		
385.501000	-717.738000		
386.001000	-717.815000		
386.501000	-717.522000		
387.001000	-717.383000		
387.501000	-717.211000		
388.001000	-717.308000		
388.501000	-717.604000		
389.001000	-717.545000		
389.501000	-717.431000		
390.001000	-717.347000		
390.501000	-717.546000		
391.001000	-717.695000		
391.501000	-717.399000		
392.001000	-717.728000		
392.501000	-717.676000		
393.001000	-717.393000		
393.501000	-717.273000		
394.001000	-717.244000		
394.501000	-717.243000		
395.001000	-717.118000		
395.501000	-717.171000		
396.001000	-717.148000		
396.501000	-717.216000		
397.001000	-717.365000		
397.501000	-717.466000		
398.001000	-717.704000		
398.501000	-717.332000		
399.001000	-717.241000		
399.501000	-716.888000		
400.001000	-716.827000		
400.501000	-716.920000		
401.001000	-716.801000		
401.501000	-716.808000		
402.001000	-716.794000		
402.501000	-716.764000		
403.001000	-716.884000		
403.501000	-716.719000		
404.001000	-716.995000		
404.501000	-717.153000		
405.001000	-717.015000		
405.501000	-717.159000		
406.001000	-717.076000		
406.501000	-716.876000		
407.001000	-717.003000		
407.501000	-717.060000		
408.001000	-716.803000		
408.501000	-716.953000		
409.001000	-716.666000		
409.501000	-716.658000		
410.001000	-716.754000		
410.501000	-716.780000		
411.001000	-717.277000		
411.501000	-716.806000		
412.001000	-716.824000		
412.501000	-717.076000		
413.001000	-716.748000		
413.501000	-716.708000		
414.001000	-717.068000		
414.501000	-716.972000		
415.001000	-717.092000		
415.501000	-716.890000		
416.001000	-716.751000		
416.501000	-716.602000		
417.001000	-716.646000		
417.501000	-716.597000		
418.001000	-716.518000		
418.501000	-716.441000		
419.001000	-716.723000		
419.501000	-716.811000		
420.001000	-716.794000		
420.501000	-716.788000		
421.001000	-716.706000		
421.501000	-716.333000		
422.001000	-716.206000		
422.501000	-716.233000		
423.001000	-716.360000		
423.501000	-716.049000		
424.001000	-716.184000		
424.501000	-716.142000		
425.001000	-715.986000		
425.501000	-716.137000		
426.001000	-716.421000		
426.501000	-716.250000		
427.001000	-716.006000		
427.501000	-716.142000		
428.001000	-716.552000		
428.501000	-716.418000		
429.001000	-716.122000		
429.501000	-716.146000		
430.001000	-716.169000		
430.501000	-716.001000		
431.001000	-715.756000		
431.501000	-715.670000		
432.001000	-715.884000		
432.501000	-716.163000		
433.001000	-716.330000		
433.501000	-716.230000		
434.001000	-716.192000		
434.501000	-716.574000		
435.001000	-716.364000		
435.501000	-716.189000		
436.001000	-715.854000		
436.501000	-715.741000		
437.001000	-715.761000		
437.501000	-715.604000		
438.001000	-715.716000		
438.501000	-715.610000		
439.001000	-715.768000		
439.501000	-716.173000		
440.001000	-716.113000		
440.501000	-715.902000		
441.001000	-715.728000		
441.501000	-715.924000		
442.001000	-715.761000		
442.501000	-715.719000		
443.001000	-716.082000		
443.501000	-715.506000		
444.001000	-715.502000		
444.501000	-715.383000		
445.001000	-715.676000		
445.501000	-715.635000		
446.001000	-715.739000		
446.501000	-715.988000		
447.001000	-716.056000		
447.501000	-715.754000		
448.001000	-715.733000		
448.501000	-715.692000		
449.001000	-715.577000		
449.501000	-715.555000		
450.001000	-715.725000		
450.501000	-715.744000		
451.001000	-715.602000		
451.501000	-715.398000		
452.001000	-715.240000		
452.501000	-715.027000		
453.001000	-715.296000		
453.501000	-715.413000		
454.001000	-715.506000		
454.501000	-715.641000		
455.001000	-715.814000		
455.501000	-715.818000		
456.001000	-715.676000		
456.501000	-715.499000		
457.001000	-715.543000		
457.501000	-715.625000		
458.001000	-715.707000		
458.501000	-715.485000		
459.001000	-715.175000		
459.501000	-715.260000		
460.001000	-715.062000		
460.501000	-715.107000		
461.001000	-714.831000		
461.501000	-714.932000		
462.001000	-715.018000		
462.501000	-715.427000		
463.001000	-715.368000		
463.501000	-715.399000		
464.001000	-715.260000		
464.501000	-715.261000		
465.001000	-715.268000		
465.501000	-714.872000		
466.001000	-714.743000		
466.501000	-714.676000		
467.001000	-714.423000		
467.501000	-714.709000		
468.001000	-714.979000		
468.501000	-715.341000		
469.001000	-715.059000		
469.501000	-715.159000		
470.001000	-715.259000		
470.501000	-715.300000		
471.001000	-715.231000		
471.501000	-714.926000		
472.001000	-714.833000		
472.501000	-714.651000		
473.001000	-714.863000		
473.501000	-714.685000		
474.001000	-714.885000		
474.501000	-714.728000		
475.001000	-714.428000		
475.501000	-714.300000		
476.001000	-714.791000		
476.501000	-714.873000		
477.001000	-714.730000		
477.501000	-714.626000		
478.001000	-714.550000		
478.501000	-714.550000		
479.001000	-714.510000		
479.501000	-714.618000		
480.001000	-714.251000		
480.501000	-714.125000		
481.001000	-713.993000		
481.501000	-714.324000		
482.001000	-714.588000		
482.501000	-714.613000		
483.001000	-714.526000		
483.501000	-714.481000		
484.001000	-714.292000		
484.501000	-714.857000		
485.001000	-714.962000		
485.501000	-714.661000		
486.001000	-714.156000		
486.501000	-714.282000		
487.001000	-714.257000		
487.501000	-714.207000		
488.001000	-714.216000		
488.501000	-714.010000		
489.001000	-713.950000		
489.501000	-713.739000		
490.001000	-713.720000		
490.501000	-713.963000		
491.001000	-714.347000		
491.501000	-714.439000		
492.001000	-714.495000		
492.501000	-714.142000		
493.001000	-714.430000		
493.501000	-714.474000		
494.001000	-713.784000		
494.501000	-713.491000		
495.001000	-713.650000		
495.501000	-713.766000		
496.001000	-713.648000		
496.501000	-713.556000		
497.001000	-713.652000		
497.501000	-713.673000		
498.001000	-713.703000		
498.501000	-714.133000		
499.001000	-714.180000		
499.501000	-713.958000		
500.001000	-713.728000		
500.501000	-713.730000		
501.001000	-713.363000		
501.501000	-713.400000		
502.001000	-713.725000		
502.501000	-713.672000		
503.001000	-713.684000		
503.501000	-713.464000		
504.001000	-713.430000		
504.501000	-713.438000		
505.001000	-713.897000		
505.501000	-713.855000		
506.001000	-713.861000		
506.501000	-713.681000		
507.001000	-713.582000		
507.501000	-713.606000		
508.001000	-713.634000		
508.501000	-713.571000		
509.001000	-713.224000		
509.501000	-712.952000		
510.001000	-713.053000		
510.501000	-713.042000		
511.001000	-712.879000		
511.501000	-713.315000		
512.001000	-713.478000		
512.501000	-713.362000		
513.001000	-713.564000		
513.501000	-713.799000		
514.001000	-714.117000		
514.501000	-714.139000		
515.001000	-713.729000		
515.501000	-713.594000		
516.001000	-713.397000		
516.501000	-713.257000		
517.001000	-713.370000		
517.501000	-713.292000		
518.001000	-713.150000		
518.501000	-713.126000		
519.001000	-713.225000		
519.501000	-713.323000		
520.001000	-713.267000		
520.501000	-713.329000		
521.001000	-713.218000		
521.501000	-713.429000		
522.001000	-713.486000		
522.501000	-713.051000		
523.001000	-713.472000		
523.501000	-713.519000		
524.001000	-713.078000		
524.501000	-712.857000		
525.001000	-712.968000		
525.501000	-713.041000		
526.001000	-712.930000		
526.501000	-712.535000		
527.001000	-713.077000		
527.501000	-712.945000		
528.001000	-712.814000		
528.501000	-712.890000		
529.001000	-713.265000		
529.501000	-713.210000		
530.001000	-713.001000		
530.501000	-713.096000		
531.001000	-712.965000		
531.501000	-712.881000		
532.001000	-713.210000		
532.501000	-713.134000		
533.001000	-713.011000		
533.501000	-713.029000		
534.001000	-712.827000		
534.501000	-712.647000		
535.001000	-712.637000		
535.501000	-712.972000		
536.001000	-713.065000		
536.501000	-713.021000		
537.001000	-713.188000		
537.501000	-713.237000		
538.001000	-713.039000		
538.501000	-713.030000		
539.001000	-712.598000		
539.501000	-712.255000		
540.001000	-712.444000		
540.501000	-712.432000		
541.001000	-712.565000		
541.501000	-713.001000		
542.001000	-712.963000		
542.501000	-713.059000		
543.001000	-712.507000		
543.501000	-712.566000		
544.001000	-712.817000		
544.501000	-712.723000		
545.001000	-712.582000		
545.501000	-713.041000		
546.001000	-712.570000		
546.501000	-712.297000		
547.001000	-712.549000		
547.501000	-712.517000		
548.001000	-712.536000		
548.501000	-712.437000		
549.001000	-712.538000		
549.501000	-712.608000		
550.001000	-712.584000		
550.501000	-712.601000		
551.001000	-712.760000		
551.501000	-712.733000		
552.001000	-712.245000		
552.501000	-712.094000		
553.001000	-712.298000		
553.501000	-712.227000		
554.001000	-712.331000		
554.501000	-712.057000		
555.001000	-711.891000		
555.501000	-712.115000		
556.001000	-712.399000		
556.501000	-712.688000		
557.001000	-712.509000		
557.501000	-712.365000		
558.001000	-712.205000		
558.501000	-712.161000		
559.001000	-711.992000		
559.501000	-712.377000		
560.001000	-711.856000		
560.501000	-712.058000		
561.001000	-711.852000		
561.501000	-711.988000		
562.001000	-712.096000		
562.501000	-711.961000		
563.001000	-712.322000		
563.501000	-712.741000		
564.001000	-712.418000		
564.501000	-712.405000		
565.001000	-712.520000		
565.501000	-712.337000		
566.001000	-712.088000		
566.501000	-712.193000		
567.001000	-712.146000		
567.501000	-711.837000		
568.001000	-711.522000		
568.501000	-711.529000		
569.001000	-711.692000		
569.501000	-711.645000		
570.001000	-711.860000		
570.501000	-712.046000		
571.001000	-711.826000		
571.501000	-711.591000		
572.001000	-711.465000		
572.501000	-711.727000		
573.001000	-712.083000		
573.501000	-711.864000		
574.001000	-712.138000		
574.501000	-711.965000		
575.001000	-711.954000		
575.501000	-711.533000		
576.001000	-711.479000		
