Date:	Tue, Feb 11, 2014		
measured by:	Rotem		
Methyl-Styrene Sample II pre-pole, prepared 10-11.02 over night			
Time [s]	CPD stream	Light	SPV
561.000000	-1039.829000		
561.500000	-1039.783000		
562.000000	-1039.577000		
562.500000	-1039.881000		
563.000000	-1039.798000		
563.500000	-1039.661000		
564.000000	-1039.812000		
564.500000	-1039.788000		
565.000000	-1039.553000		
565.500000	-1039.779000		
566.000000	-1039.501000		
566.500000	-1039.849000		
567.000000	-1039.752000		
567.500000	-1039.808000		
568.000000	-1039.988000		
568.500000	-1039.701000		
569.000000	-1039.676000		
569.500000	-1039.820000		
570.000000	-1039.824000		
570.500000	-1039.761000		
571.000000	-1039.415000		
571.500000	-1039.289000		
572.000000	-1039.468000		
572.500000	-1039.595000		
573.000000	-1039.630000		
573.500000	-1039.522000		
574.000000	-1039.421000		
574.500000	-1039.666000		
575.000000	-1039.526000		
575.500000	-1039.231000		
576.000000	-1039.156000		
576.500000	-1038.884000		
577.000000	-1039.206000		
577.500000	-1039.147000		
578.000000	-1039.130000		
578.500000	-1039.266000		
579.000000	-1039.317000		
579.500000	-1039.432000		
580.000000	-1039.489000		
580.500000	-1039.369000		
581.000000	-1039.473000		
581.500000	-1039.213000		
582.000000	-1038.886000		
582.500000	-1038.643000		
583.000000	-1038.644000		
583.500000	-1038.750000		
584.000000	-1038.995000		
584.500000	-1038.687000		
585.000000	-1038.785000		
585.500000	-1038.976000		
586.000000	-1039.125000		
586.500000	-1039.169000		
587.000000	-1038.901000		
587.500000	-1038.657000		
588.000000	-1038.889000		
588.500000	-1039.059000		
589.000000	-1038.781000		
589.500000	-1038.937000		
590.000000	-1038.833000		
590.500000	-1038.560000		
591.000000	-1038.464000		
591.500000	-1038.401000		
592.000000	-1038.574000		
