Date:	Tue, Feb 11, 2014		
measured by:	Rotem		
Methyl-Styrene Sample I pre-pole, prepared 10-11.02 over night			
Time [s]	CPD stream	Light	SPV
104.500000	-1049.750000		
105.000000	-1050.034000		
105.500000	-1050.097000		
106.000000	-1049.732000		
106.500000	-1049.818000		
107.000000	-1049.716000		
107.500000	-1049.786000		
108.000000	-1049.575000		
108.500000	-1049.759000		
109.000000	-1049.899000		
109.500000	-1049.594000		
110.000000	-1049.429000		
110.500000	-1049.590000		
111.000000	-1049.421000		
111.500000	-1049.264000		
112.000000	-1049.466000		
112.500000	-1049.573000		
113.000000	-1049.635000		
113.500000	-1049.664000		
114.000000	-1049.665000		
114.500000	-1049.779000		
115.000000	-1049.604000		
115.500000	-1049.576000		
116.000000	-1049.487000		
116.500000	-1049.540000		
117.000000	-1049.345000		
117.500000	-1049.126000		
118.000000	-1049.044000		
118.500000	-1049.131000		
119.000000	-1049.339000		
119.500000	-1048.846000		
120.000000	-1049.095000		
120.500000	-1049.647000		
121.000000	-1049.315000		
121.500000	-1049.066000		
122.000000	-1049.022000		
122.500000	-1049.114000		
123.000000	-1049.244000		
123.500000	-1049.043000		
124.000000	-1049.203000		
124.500000	-1049.091000		
125.000000	-1048.771000		
125.500000	-1048.825000		
126.000000	-1048.814000		
126.500000	-1048.667000		
127.000000	-1048.946000		
127.500000	-1048.843000		
128.000000	-1048.973000		
128.500000	-1048.896000		
129.000000	-1048.720000		
129.500000	-1048.407000		
130.000000	-1048.371000		
130.500000	-1048.320000		
131.000000	-1048.294000		
131.500000	-1048.086000		
132.000000	-1048.666000		
132.500000	-1048.868000		
133.000000	-1048.945000		
133.500000	-1048.836000		
134.000000	-1048.245000		
134.500000	-1048.295000		
135.000000	-1048.100000		
135.500000	-1048.170000		
136.000000	-1048.142000		
136.500000	-1048.511000		
137.000000	-1048.404000		
137.500000	-1048.098000		
138.000000	-1047.895000		
138.500000	-1048.047000		
139.000000	-1048.175000		
139.500000	-1048.190000		
140.000000	-1048.108000		
140.500000	-1048.241000		
141.000000	-1048.306000		
141.500000	-1048.151000		
142.000000	-1047.999000		
142.500000	-1048.192000		
143.000000	-1047.976000		
143.500000	-1048.126000		
144.000000	-1048.007000		
144.500000	-1047.744000		
145.000000	-1047.778000		
145.500000	-1047.913000		
146.000000	-1048.204000		
146.500000	-1047.870000		
147.000000	-1048.116000		
147.500000	-1048.128000		
148.000000	-1048.162000		
148.500000	-1048.020000		
149.000000	-1047.823000		
149.500000	-1047.843000		
150.000000	-1047.737000		
150.500000	-1047.942000		
151.000000	-1047.660000		
151.500000	-1047.589000		
152.000000	-1047.633000		
152.500000	-1047.833000		
153.000000	-1047.699000		
153.500000	-1047.923000		
154.000000	-1048.129000		
154.500000	-1047.931000		
155.000000	-1047.664000		
155.500000	-1048.027000		
156.000000	-1048.222000		
156.500000	-1047.916000		
157.000000	-1047.684000		
157.500000	-1047.648000		
158.000000	-1047.554000		
158.500000	-1047.654000		
159.000000	-1047.485000		
159.500000	-1047.438000		
160.000000	-1047.466000		
160.500000	-1047.360000		
161.000000	-1047.002000		
161.500000	-1047.027000		
162.000000	-1047.643000		
162.500000	-1047.925000		
163.000000	-1047.801000		
163.500000	-1047.473000		
164.000000	-1047.413000		
164.500000	-1047.605000		
165.000000	-1047.703000		
165.500000	-1047.565000		
166.000000	-1047.384000		
166.500000	-1047.322000		
167.000000	-1047.415000		
167.500000	-1047.433000		
168.000000	-1047.369000		
168.500000	-1047.101000		
169.000000	-1047.308000		
169.500000	-1047.267000		
170.000000	-1047.138000		
170.500000	-1047.064000		
171.000000	-1046.883000		
171.500000	-1046.870000		
172.000000	-1046.787000		
172.500000	-1047.166000		
173.000000	-1047.120000		
173.500000	-1047.099000		
174.000000	-1047.103000		
174.500000	-1047.047000		
175.000000	-1046.866000		
175.500000	-1047.080000		
176.000000	-1047.029000		
176.500000	-1046.786000		
177.000000	-1046.987000		
177.500000	-1047.365000		
178.000000	-1047.185000		
178.500000	-1047.085000		
179.000000	-1046.840000		
179.500000	-1046.409000		
180.000000	-1046.596000		
180.500000	-1046.854000		
181.000000	-1046.785000		
181.500000	-1046.980000		
182.000000	-1046.813000		
182.500000	-1046.512000		
183.000000	-1046.540000		
183.500000	-1046.411000		
184.000000	-1046.497000		
184.500000	-1046.550000		
185.000000	-1046.635000		
185.500000	-1046.863000		
186.000000	-1046.736000		
186.500000	-1046.520000		
187.000000	-1046.563000		
187.500000	-1046.451000		
188.000000	-1046.411000		
188.500000	-1046.384000		
189.000000	-1046.338000		
189.500000	-1046.479000		
190.000000	-1046.586000		
190.500000	-1046.866000		
191.000000	-1046.340000		
191.500000	-1046.098000		
192.000000	-1045.857000		
192.500000	-1045.918000		
193.000000	-1046.303000		
193.500000	-1046.233000		
194.000000	-1046.263000		
194.500000	-1046.361000		
195.000000	-1046.638000		
195.500000	-1046.204000		
196.000000	-1046.063000		
196.500000	-1045.878000		
197.000000	-1045.877000		
197.500000	-1045.843000		
198.000000	-1046.152000		
198.500000	-1046.256000		
199.000000	-1046.361000		
199.500000	-1046.139000		
200.000000	-1046.098000		
200.500000	-1045.950000		
201.000000	-1045.891000		
201.500000	-1046.017000		
202.000000	-1045.958000		
202.500000	-1045.957000		
203.000000	-1045.673000		
203.500000	-1045.980000		
204.000000	-1045.827000		
204.500000	-1045.813000		
205.000000	-1045.706000		
205.500000	-1045.950000		
206.000000	-1046.037000		
206.500000	-1045.947000		
207.000000	-1046.125000		
207.500000	-1045.773000		
208.000000	-1045.775000		
208.500000	-1045.738000		
209.000000	-1045.718000		
209.500000	-1045.608000		
210.000000	-1045.835000		
210.500000	-1045.917000		
211.000000	-1045.854000		
211.500000	-1045.834000		
212.000000	-1045.322000		
212.500000	-1045.303000		
213.000000	-1045.480000		
213.500000	-1045.684000		
214.000000	-1045.790000		
214.500000	-1045.667000		
215.000000	-1045.482000		
215.500000	-1045.291000		
216.000000	-1045.023000		
216.500000	-1044.967000		
217.000000	-1045.317000		
217.500000	-1045.433000		
218.000000	-1044.958000		
218.500000	-1044.996000		
219.000000	-1045.022000		
219.500000	-1044.929000		
220.000000	-1044.735000		
220.500000	-1044.706000		
221.000000	-1044.546000		
221.500000	-1044.780000		
222.000000	-1044.880000		
222.500000	-1044.957000		
223.000000	-1045.102000		
223.500000	-1045.007000		
224.000000	-1045.177000		
224.500000	-1045.084000		
225.000000	-1044.808000		
225.500000	-1044.867000		
226.000000	-1044.993000		
226.500000	-1044.935000		
227.000000	-1045.115000		
227.500000	-1045.459000		
228.000000	-1044.944000		
228.500000	-1044.648000		
229.000000	-1044.602000		
229.500000	-1044.646000		
230.000000	-1044.682000		
230.500000	-1044.739000		
231.000000	-1044.560000		
231.500000	-1044.594000		
232.000000	-1044.623000		
232.500000	-1044.426000		
233.000000	-1044.134000		
233.500000	-1044.246000		
234.000000	-1044.391000		
