Date:	Mon, Nov 18, 2013		
measured by:	Rotem		
3-5mOhm Si-H, started 3min 30s after etch
-537 stable			
Time [s]	CPD stream	Light	SPV
0.000000	-536.459000		
0.500000	-536.741000		
1.000000	-536.926000		
1.500000	-537.156000		
2.000000	-537.493000		
2.500000	-537.813000		
3.000000	-537.748000		
3.500000	-537.512000		
4.000000	-537.654000		
4.500000	-537.103000		
5.000000	-536.794000		
5.500000	-536.729000		
6.001000	-536.826000		
6.500000	-536.711000		
7.001000	-536.884000		
7.500000	-536.875000		
8.001000	-536.635000		
8.500000	-536.915000		
9.000000	-537.109000		
9.500000	-537.171000		
10.000000	-537.152000		
10.500000	-536.970000		
11.000000	-537.117000		
11.500000	-537.022000		
12.000000	-536.809000		
12.500000	-537.050000		
13.000000	-537.133000		
13.500000	-537.043000		
14.000000	-536.761000		
14.500000	-536.841000		
15.000000	-536.346000		
15.500000	-536.545000		
16.000000	-536.735000		
16.500000	-536.551000		
17.000000	-536.517000		
17.500000	-536.631000		
18.000000	-536.966000		
18.500000	-537.330000		
19.000000	-537.371000		
19.500000	-537.327000		
20.000000	-537.277000		
20.500000	-537.257000		
21.000000	-537.053000		
21.501000	-536.990000		
22.000000	-536.698000		
22.500000	-536.486000		
23.000000	-536.506000		
23.500000	-536.756000		
24.000000	-536.844000		
24.500000	-536.999000		
25.000000	-536.942000		
25.500000	-536.769000		
26.000000	-536.846000		
26.500000	-536.618000		
27.000000	-536.685000		
27.500000	-536.856000		
28.000000	-537.157000		
28.500000	-536.923000		
29.000000	-537.151000		
29.500000	-537.115000		
30.001000	-537.264000		
30.501000	-537.397000		
31.001000	-537.238000		
31.501000	-536.939000		
32.001000	-536.892000		
32.501000	-537.027000		
33.001000	-537.224000		
33.501000	-537.345000		
34.001000	-537.168000		
34.501000	-536.616000		
35.001000	-536.245000		
35.501000	-536.416000		
36.001000	-536.805000		
36.500000	-536.913000		
37.000000	-537.341000		
37.501000	-537.518000		
38.000000	-537.436000		
38.500000	-537.136000		
39.000000	-537.141000		
39.500000	-537.096000		
40.000000	-536.973000		
40.500000	-536.830000		
41.000000	-536.650000		
41.500000	-536.808000		
42.000000	-536.866000		
42.500000	-536.939000		
43.000000	-536.948000		
43.500000	-536.830000		
44.000000	-536.668000		
44.500000	-536.653000		
45.000000	-536.676000		
45.500000	-536.655000		
46.000000	-536.567000		
46.500000	-536.679000		
47.000000	-536.849000		
47.500000	-536.755000		
48.000000	-536.483000		
48.500000	-536.689000		
49.000000	-536.855000		
49.500000	-536.918000		
50.000000	-537.061000		
50.501000	-537.286000		
51.000000	-537.315000		
51.500000	-537.260000		
52.000000	-536.991000		
52.500000	-537.053000		
53.000000	-537.298000		
53.500000	-537.216000		
54.000000	-536.880000		
54.500000	-536.855000		
55.000000	-536.895000		
55.500000	-537.103000		
56.000000	-537.305000		
56.500000	-537.365000		
57.000000	-537.104000		
57.500000	-537.067000		
58.000000	-536.859000		
58.500000	-536.985000		
59.000000	-536.916000		
59.500000	-537.114000		
60.000000	-536.923000		
60.500000	-536.995000		
61.000000	-537.272000		
61.500000	-537.110000		
62.000000	-537.140000		
62.500000	-537.021000		
63.000000	-537.169000		
63.500000	-537.083000		
64.000000	-536.855000		
64.500000	-536.626000		
65.000000	-536.411000		
65.500000	-536.086000		
66.000000	-536.135000		
66.500000	-536.058000		
67.000000	-535.884000		
67.500000	-536.249000		
68.000000	-536.532000		
68.500000	-536.498000		
69.000000	-536.604000		
69.500000	-536.763000		
70.000000	-536.560000		
70.500000	-536.401000		
71.000000	-536.358000		
71.500000	-536.384000		
72.000000	-536.454000		
