Date:	Wed, Nov 13, 2013			
HOPG cleaved in air!				
Time	CPD	Change	Slope	Comments
				
55.5	-1.1271	-0.0015	0.0094	
56.5	-1.1256	-0.0015	0.0094	
57.0	-1.1263	-0.0015	0.0094	
58.0	-1.1273	-0.0017	0.0094	
59.0	-1.1242	-0.0016	0.0094	
59.5	-1.1232	-0.0015	0.0094	
60.5	-1.1236	-0.0013	0.0094	
61.5	-1.1257	-0.0013	0.0094	
62.0	-1.1262	-0.0012	0.0094	
63.0	-1.1212	-0.0008	0.0094	
63.5	-1.1206	-0.0005	0.0094	
64.5	-1.1209	-0.0002	0.0094	
