Date:	Thu, Apr 03, 2014		
measured by:	Rotem		
Write here experiment description to be saved in the file header.			
Time [s]	CPD stream	Light	SPV
0.000000	-609.064000		
0.501000	-609.084000		
1.000000	-609.036000		
1.501000	-609.121000		
2.000000	-609.285000		
2.501000	-608.823000		
3.000000	-608.510000		
3.500000	-608.556000		
4.000000	-608.660000		
4.500000	-608.802000		
5.001000	-608.846000		
5.500000	-608.852000		
6.001000	-608.812000		
6.500000	-608.752000		
7.000000	-608.388000		
7.500000	-608.646000		
8.000000	-608.443000		
8.501000	-608.488000		
9.000000	-608.586000		
9.501000	-608.549000		
10.000000	-608.864000		
10.501000	-609.256000		
11.000000	-608.985000		
11.501000	-608.627000		
12.001000	-608.851000		
12.500000	-608.959000		
13.001000	-609.017000		
13.500000	-609.143000		
14.001000	-608.903000		
14.500000	-608.942000		
15.001000	-608.789000		
15.500000	-609.069000		
16.000000	-609.155000		
16.500000	-609.058000		
17.000000	-609.295000		
17.501000	-609.460000		
18.000000	-609.436000		
18.501000	-609.188000		
19.000000	-608.973000		
19.500000	-608.883000		
20.000000	-608.821000		
20.500000	-608.904000		
21.001000	-609.006000		
21.500000	-609.043000		
22.001000	-609.302000		
22.500000	-669.315000		
23.001000	-927.116000		
23.501000	-1086.899000		
24.001000	-1134.299000		
24.501000	-1160.116000		
25.001000	-1169.299000		
25.501000	-1171.681000		
26.001000	-1172.576000		
26.501000	-1172.965000		
27.001000	-1172.972000		
27.501000	-1173.000000		
28.001000	-1172.306000		
28.501000	-1172.136000		
29.001000	-1172.110000		
29.501000	-1171.902000		
30.001000	-1171.712000		
30.501000	-1171.604000		
31.001000	-1171.393000		
31.501000	-1171.337000		
32.001000	-1171.032000		
32.501000	-1171.045000		
33.001000	-1170.868000		
33.501000	-1170.705000		
34.001000	-1170.257000		
34.501000	-1170.126000		
35.001000	-1169.989000		
35.501000	-1169.879000		
36.001000	-1170.009000		
36.501000	-1169.664000		
37.001000	-1169.489000		
37.501000	-1169.202000		
38.001000	-1169.206000		
38.501000	-1169.068000		
39.001000	-1168.933000		
39.501000	-1168.788000		
40.001000	-1168.627000		
40.501000	-1168.549000		
41.001000	-1168.277000		
41.501000	-1168.093000		
42.001000	-1167.609000		
42.501000	-1167.423000		
43.001000	-1167.453000		
43.501000	-1167.527000		
44.001000	-1167.534000		
44.501000	-1167.413000		
45.001000	-1167.189000		
45.501000	-1166.811000		
46.001000	-1166.958000		
46.501000	-1167.688000		
47.001000	-1170.543000		
47.501000	-1173.795000		
48.001000	-1175.009000		
48.501000	-1175.210000		
49.001000	-1174.746000		
49.501000	-1173.991000		
50.001000	-1173.060000		
50.501000	-1172.498000		
51.001000	-1171.806000		
51.501000	-1170.197000		
52.001000	-1167.863000		
52.501000	-1165.814000		
53.001000	-1164.244000		
53.501000	-1162.151000		
54.001000	-1157.791000		
54.501000	-1133.884000		
55.001000	-1094.844000		
55.501000	-1034.036000		
56.001000	-916.190000		
56.501000	-805.414000		
57.001000	-717.675000		
57.501000	-657.378000		
58.001000	-618.279000		
58.500000	-601.044000		
59.001000	-589.218000		
59.501000	-584.272000		
60.001000	-581.716000		
60.501000	-580.103000		
61.001000	-579.111000		
61.501000	-578.663000		
62.001000	-578.468000		
62.501000	-578.265000		
63.001000	-578.352000		
63.501000	-578.548000		
64.001000	-578.598000		
64.501000	-578.824000		
65.001000	-578.841000		
