Date:	Wed, Dec 11, 2013		
measured by:	Rotem		
Perovskites Roby 10/12 sample 3, measured by Ze Djerman :)
"Stable" after about 900s			
Time [s]	CPD stream	Light	SPV
0.000000	-48.971500		
0.501000	-48.759400		
1.000000	-48.741300		
1.500000	-48.422800		
2.001000	-48.085400		
2.500000	-48.430500		
3.001000	-48.019900		
3.500000	-47.933300		
4.001000	-47.798300		
4.500000	-47.406700		
5.001000	-47.358600		
5.501000	-47.293800		
6.001000	-46.759900		
6.501000	-46.779200		
7.000000	-46.801800		
7.501000	-46.758000		
8.000000	-46.567000		
8.501000	-46.162000		
9.000000	-46.434600		
9.501000	-45.895800		
10.000000	-45.787400		
10.500000	-45.762200		
11.001000	-45.456700		
11.500000	-45.351400		
12.001000	-45.272700		
12.500000	-45.357400		
13.001000	-44.887000		
13.500000	-44.727200		
14.001000	-44.583100		
14.501000	-44.444200		
15.001000	-44.411300		
15.501000	-44.225400		
16.001000	-43.980600		
16.501000	-43.696100		
17.001000	-43.150700		
17.500000	-43.541700		
18.001000	-43.482000		
18.500000	-43.179800		
19.000000	-42.893600		
19.500000	-43.034200		
20.000000	-42.726300		
20.501000	-42.224300		
21.000000	-42.102100		
21.501000	-42.164500		
22.000000	-41.851800		
22.501000	-41.715600		
23.000000	-41.579300		
23.501000	-41.733200		
24.001000	-41.305100		
24.500000	-41.293800		
25.001000	-41.198300		
25.500000	-41.065500		
26.001000	-40.773700		
26.500000	-40.841700		
27.001000	-40.393900		
27.501000	-40.474400		
28.001000	-40.195300		
28.501000	-39.947500		
29.001000	-39.732100		
29.501000	-39.742600		
30.001000	-39.430700		
30.501000	-39.512700		
31.001000	-39.143600		
31.501000	-39.092000		
32.001000	-38.753100		
32.501000	-39.034200		
33.001000	-38.684900		
33.501000	-38.584400		
34.001000	-38.283900		
34.501000	-38.281100		
35.001000	-38.157300		
35.501000	-37.813400		
36.001000	-37.724600		
36.501000	-37.390000		
37.001000	-37.644000		
37.501000	-37.536600		
