Date:	Thu, Nov 07, 2013		
measured by:	Rotem		
SiH			
Time [s]	CPD stream	Light	SPV
53.500000	-593.088000		
54.000000	-593.068000		
54.500000	-593.052000		
55.000000	-593.038000		
55.500000	-592.958000		
56.000000	-592.582000		
56.500000	-592.915000		
57.000000	-592.952000		
57.500000	-592.750000		
58.000000	-592.724000		
58.500000	-592.527000		
59.000000	-592.709000		
59.500000	-592.339000		
60.000000	-592.618000		
60.500000	-592.496000		
61.000000	-592.438000		
61.500000	-592.342000		
62.000000	-592.606000		
62.500000	-592.312000		
63.000000	-592.330000		
63.500000	-592.848000		
64.000000	-592.280000		
64.500000	-592.304000		
65.000000	-592.306000		
65.500000	-592.033000		
66.000000	-591.929000		
66.500000	-592.105000		
67.000000	-592.298000		
67.500000	-591.882000		
68.000000	-592.210000		
68.500000	-592.071000		
69.000000	-592.016000		
69.500000	-591.888000		
70.000000	-591.758000		
70.500000	-591.910000		
71.000000	-591.875000		
71.500000	-591.787000		
72.000000	-591.943000		
72.500000	-591.838000		
73.000000	-591.697000		
73.500000	-591.714000		
74.000000	-591.743000		
74.500000	-591.731000		
75.000000	-591.569000		
75.500000	-591.663000		
76.000000	-591.942000		
76.500000	-591.773000		
77.000000	-591.533000		
77.500000	-591.546000		
78.000000	-591.385000		
78.500000	-591.389000		
79.000000	-591.582000		
79.500000	-591.477000		
80.000000	-591.592000		
80.500000	-591.430000		
81.000000	-591.102000		
81.500000	-591.433000		
82.000000	-591.438000		
82.500000	-591.334000		
83.000000	-591.107000		
83.500000	-591.679000		
84.000000	-591.285000		
84.500000	-591.281000		
85.000000	-591.096000		
85.500000	-591.115000		
86.000000	-591.047000		
86.500000	-590.991000		
87.000000	-591.004000		
87.500000	-591.176000		
88.000000	-590.864000		
88.500000	-591.294000		
89.000000	-590.960000		
89.500000	-590.967000		
90.000000	-590.648000		
90.500000	-591.001000		
91.000000	-590.764000		
91.500000	-590.749000		
92.000000	-590.823000		
92.500000	-590.593000		
92.999000	-590.792000		
93.500000	-590.935000		
93.999000	-590.624000		
94.500000	-591.118000		
94.999000	-590.855000		
95.500000	-590.987000		
95.999000	-590.892000		
96.500000	-590.501000		
97.000000	-590.829000		
97.499000	-590.632000		
98.000000	-590.423000		
98.499000	-590.582000		
99.000000	-590.658000		
99.499000	-590.635000		
100.000000	-590.592000		
100.499000	-590.601000		
101.000000	-590.545000		
101.500000	-590.270000		
102.000000	-590.586000		
102.500000	-590.992000		
103.000000	-590.606000		
103.500000	-590.576000		
104.000000	-590.514000		
104.500000	-590.607000		
105.000000	-590.515000		
105.500000	-590.373000		
106.000000	-590.462000		
106.500000	-590.196000		
107.000000	-590.464000		
107.500000	-590.095000		
108.000000	-590.135000		
108.500000	-590.045000		
109.000000	-590.005000		
109.500000	-590.385000		
110.000000	-590.508000		
110.500000	-590.040000		
111.000000	-589.988000		
111.500000	-590.003000		
112.000000	-589.836000		
112.500000	-589.889000		
113.000000	-590.056000		
113.500000	-589.829000		
114.000000	-589.869000		
114.500000	-589.873000		
115.000000	-589.856000		
115.500000	-590.005000		
116.000000	-589.790000		
116.500000	-589.911000		
117.000000	-589.915000		
117.500000	-589.516000		
118.000000	-589.600000		
118.500000	-589.905000		
119.000000	-589.553000		
119.500000	-589.630000		
120.000000	-590.071000		
120.500000	-589.977000		
121.000000	-589.943000		
121.500000	-589.842000		
122.000000	-589.957000		
122.500000	-589.823000		
123.000000	-589.648000		
123.500000	-589.758000		
124.000000	-589.568000		
124.500000	-589.543000		
125.000000	-589.773000		
125.500000	-589.721000		
126.000000	-589.631000		
126.500000	-589.485000		
127.000000	-589.508000		
127.500000	-589.617000		
128.000000	-589.554000		
128.500000	-589.529000		
129.000000	-589.285000		
129.500000	-589.307000		
130.000000	-589.500000		
130.500000	-589.298000		
131.000000	-589.377000		
131.500000	-589.468000		
132.000000	-589.381000		
132.500000	-589.446000		
133.000000	-589.384000		
133.500000	-589.252000		
134.000000	-589.182000		
134.500000	-589.139000		
135.000000	-589.273000		
135.500000	-589.049000		
136.000000	-589.094000		
136.500000	-589.257000		
137.000000	-589.407000		
137.500000	-589.469000		
138.000000	-588.927000		
138.500000	-589.035000		
139.000000	-589.065000		
139.500000	-588.746000		
140.000000	-588.892000		
140.500000	-589.114000		
141.000000	-589.154000		
141.500000	-588.996000		
142.000000	-589.075000		
142.500000	-588.880000		
143.000000	-588.823000		
143.500000	-588.731000		
144.000000	-588.815000		
144.500000	-588.788000		
145.000000	-588.727000		
145.500000	-588.550000		
146.000000	-588.760000		
146.500000	-588.791000		
147.000000	-588.821000		
147.500000	-588.565000		
148.000000	-588.970000		
148.500000	-588.723000		
149.000000	-588.846000		
149.500000	-588.890000		
150.000000	-588.572000		
150.500000	-588.687000		
151.000000	-588.635000		
151.500000	-589.078000		
152.000000	-588.687000		
152.500000	-588.372000		
153.000000	-588.473000		
153.500000	-588.664000		
154.000000	-588.576000		
154.500000	-588.303000		
155.000000	-588.201000		
155.500000	-588.308000		
156.000000	-588.576000		
156.500000	-588.476000		
157.000000	-588.666000		
157.500000	-588.590000		
157.999000	-588.270000		
158.500000	-588.404000		
158.999000	-588.426000		
159.500000	-588.624000		
159.999000	-588.436000		
160.500000	-588.266000		
160.999000	-588.261000		
161.500000	-588.264000		
162.000000	-588.511000		
162.499000	-588.288000		
163.000000	-588.269000		
163.499000	-588.115000		
164.000000	-588.311000		
164.499000	-588.107000		
165.000000	-588.062000		
165.499000	-587.998000		
166.000000	-588.199000		
166.500000	-588.328000		
167.000000	-587.909000		
167.500000	-587.844000		
168.000000	-588.103000		
168.500000	-587.926000		
169.000000	-588.046000		
169.500000	-588.133000		
170.000000	-588.141000		
170.500000	-588.001000		
171.000000	-587.964000		
171.500000	-587.825000		
172.000000	-587.746000		
172.500000	-588.155000		
173.000000	-588.085000		
173.500000	-588.148000		
174.000000	-588.173000		
174.500000	-588.218000		
175.000000	-588.129000		
175.500000	-588.096000		
176.000000	-588.084000		
176.500000	-588.083000		
177.000000	-588.174000		
177.500000	-588.003000		
178.000000	-588.099000		
178.500000	-588.096000		
179.000000	-587.865000		
179.500000	-587.766000		
180.000000	-587.644000		
180.500000	-587.871000		
181.000000	-587.853000		
181.500000	-587.678000		
182.000000	-587.914000		
182.500000	-588.050000		
183.000000	-587.713000		
183.500000	-587.639000		
184.000000	-587.564000		
184.500000	-588.133000		
185.000000	-587.606000		
185.500000	-587.451000		
186.000000	-587.722000		
186.500000	-587.549000		
187.000000	-587.374000		
187.500000	-587.727000		
188.000000	-587.688000		
188.500000	-587.798000		
189.000000	-587.607000		
189.500000	-587.754000		
190.000000	-587.501000		
190.500000	-587.631000		
191.000000	-587.668000		
191.500000	-587.592000		
192.000000	-587.535000		
192.500000	-587.509000		
193.000000	-587.434000		
193.500000	-587.533000		
194.000000	-587.383000		
194.500000	-587.393000		
195.000000	-587.373000		
195.500000	-587.558000		
196.000000	-587.518000		
196.500000	-587.558000		
197.000000	-587.548000		
197.500000	-587.321000		
198.000000	-587.312000		
198.500000	-587.624000		
199.000000	-587.236000		
199.500000	-587.230000		
200.000000	-587.395000		
200.500000	-587.278000		
201.000000	-587.104000		
201.500000	-587.338000		
202.000000	-587.307000		
202.500000	-587.109000		
203.000000	-587.126000		
203.500000	-587.176000		
204.000000	-587.207000		
204.500000	-587.265000		
205.000000	-587.440000		
205.500000	-587.356000		
206.000000	-587.005000		
206.500000	-587.127000		
207.000000	-587.252000		
207.500000	-587.330000		
208.000000	-587.311000		
208.500000	-587.090000		
209.000000	-587.070000		
209.500000	-586.770000		
210.000000	-586.628000		
210.500000	-586.827000		
211.000000	-587.171000		
211.500000	-587.236000		
212.000000	-587.035000		
212.500000	-586.710000		
213.000000	-586.904000		
213.500000	-586.823000		
214.000000	-587.051000		
214.500000	-586.978000		
215.000000	-586.563000		
215.500000	-586.656000		
216.000000	-586.631000		
216.500000	-586.900000		
217.000000	-586.784000		
217.500000	-587.088000		
218.000000	-586.950000		
218.500000	-586.810000		
219.000000	-586.566000		
219.500000	-586.966000		
220.000000	-586.658000		
220.500000	-586.708000		
221.000000	-586.666000		
221.500000	-586.715000		
222.000000	-586.711000		
222.500000	-586.495000		
223.000000	-586.666000		
223.500000	-586.972000		
224.000000	-586.462000		
224.500000	-586.589000		
225.000000	-586.448000		
225.500000	-586.747000		
226.000000	-586.581000		
226.500000	-586.827000		
227.000000	-586.988000		
227.500000	-586.463000		
228.000000	-586.420000		
228.500000	-586.512000		
229.000000	-586.271000		
229.500000	-586.398000		
230.000000	-586.774000		
230.500000	-586.705000		
231.000000	-586.405000		
231.500000	-586.384000		
232.000000	-586.512000		
232.500000	-586.628000		
233.000000	-586.166000		
233.500000	-586.519000		
234.000000	-586.570000		
234.500000	-586.284000		
235.000000	-586.555000		
235.500000	-586.391000		
236.000000	-586.498000		
236.500000	-586.770000		
237.000000	-586.634000		
237.500000	-586.864000		
238.000000	-586.380000		
238.500000	-586.293000		
239.000000	-586.402000		
239.500000	-586.249000		
240.000000	-586.449000		
240.500000	-586.493000		
241.000000	-586.479000		
241.500000	-586.446000		
242.000000	-586.272000		
242.500000	-586.193000		
243.000000	-586.237000		
243.500000	-586.212000		
244.000000	-586.279000		
244.500000	-586.376000		
245.000000	-586.426000		
245.500000	-586.429000		
246.000000	-586.272000		
246.500000	-586.255000		
247.000000	-586.270000		
247.500000	-586.385000		
248.000000	-586.275000		
248.500000	-586.281000		
249.000000	-586.294000		
249.500000	-585.990000		
250.000000	-586.428000		
250.500000	-586.275000		
251.000000	-586.075000		
251.500000	-586.224000		
252.000000	-585.905000		
252.500000	-586.091000		
253.000000	-585.982000		
253.500000	-586.181000		
254.000000	-586.011000		
254.500000	-585.932000		
255.000000	-585.984000		
255.500000	-586.274000		
256.000000	-586.217000		
256.500000	-585.898000		
257.000000	-586.092000		
257.500000	-585.820000		
258.000000	-586.078000		
258.500000	-586.115000		
259.000000	-585.719000		
259.500000	-586.079000		
260.000000	-585.809000		
260.500000	-585.752000		
261.000000	-585.624000		
261.500000	-585.818000		
262.000000	-585.693000		
262.500000	-586.118000		
263.000000	-586.072000		
263.500000	-585.747000		
264.000000	-586.026000		
264.500000	-585.858000		
265.000000	-585.954000		
265.500000	-585.756000		
266.000000	-585.927000		
266.500000	-585.949000		
267.000000	-585.586000		
267.500000	-585.551000		
268.000000	-585.665000		
268.500000	-585.693000		
269.000000	-585.495000		
269.500000	-585.752000		
270.000000	-585.722000		
270.500000	-585.675000		
271.000000	-585.770000		
271.500000	-585.665000		
272.000000	-585.796000		
272.500000	-585.563000		
273.000000	-585.633000		
273.500000	-585.436000		
274.000000	-585.549000		
274.500000	-585.631000		
275.000000	-585.820000		
275.500000	-585.760000		
276.000000	-585.514000		
276.500000	-585.624000		
277.000000	-585.586000		
277.500000	-585.626000		
278.000000	-585.781000		
278.500000	-585.683000		
279.000000	-585.694000		
279.500000	-585.369000		
280.000000	-585.673000		
280.500000	-585.769000		
281.000000	-585.429000		
281.500000	-585.450000		
282.000000	-585.074000		
282.500000	-585.720000		
283.000000	-585.569000		
283.500000	-585.612000		
284.000000	-585.651000		
284.500000	-585.500000		
285.000000	-585.370000		
285.500000	-585.243000		
286.000000	-585.634000		
286.500000	-585.213000		
287.000000	-585.419000		
287.500000	-585.370000		
288.000000	-584.094000		
288.500000	-583.353000		
289.000000	-583.665000		
289.500000	-584.029000		
290.000000	-584.307000		
290.500000	-584.436000		
291.000000	-584.350000		
291.500000	-584.389000		
292.000000	-584.302000		
292.500000	-584.384000		
293.000000	-584.667000		
293.500000	-584.815000		
294.000000	-584.432000		
294.500000	-584.319000		
295.000000	-584.516000		
295.500000	-584.398000		
296.000000	-584.447000		
296.500000	-584.606000		
297.000000	-584.483000		
297.500000	-584.618000		
298.000000	-584.398000		
298.500000	-584.511000		
299.000000	-584.345000		
299.500000	-584.512000		
300.000000	-584.641000		
300.500000	-584.443000		
301.000000	-584.364000		
301.500000	-584.403000		
302.000000	-584.558000		
302.500000	-584.405000		
303.000000	-584.647000		
303.500000	-584.624000		
304.000000	-584.468000		
304.500000	-584.531000		
305.000000	-584.683000		
305.500000	-584.697000		
306.000000	-584.508000		
306.500000	-584.599000		
307.000000	-584.440000		
307.500000	-584.708000		
308.000000	-584.492000		
308.500000	-584.610000		
309.000000	-584.442000		
309.500000	-584.496000		
310.000000	-584.490000		
310.500000	-584.627000		
311.000000	-584.396000		
311.500000	-584.680000		
312.000000	-584.520000		
312.500000	-584.685000		
313.000000	-584.623000		
313.500000	-584.677000		
314.000000	-584.678000		
314.500000	-584.718000		
315.000000	-584.482000		
315.500000	-584.347000		
316.000000	-584.391000		
316.500000	-584.465000		
317.000000	-584.592000		
317.500000	-584.422000		
318.000000	-584.702000		
318.500000	-584.480000		
319.000000	-584.476000		
319.500000	-584.577000		
320.000000	-584.359000		
320.500000	-584.420000		
321.000000	-584.667000		
321.500000	-584.732000		
322.000000	-584.530000		
322.500000	-584.602000		
323.000000	-584.500000		
323.500000	-584.307000		
324.000000	-584.316000		
324.500000	-584.201000		
325.000000	-584.382000		
325.500000	-584.661000		
326.000000	-584.359000		
326.500000	-584.448000		
327.000000	-584.025000		
327.500000	-584.193000		
328.000000	-584.327000		
328.500000	-584.174000		
329.000000	-584.149000		
329.500000	-583.977000		
330.000000	-584.030000		
330.500000	-584.199000		
331.000000	-584.304000		
331.500000	-584.133000		
332.000000	-583.957000		
332.500000	-584.319000		
333.000000	-584.255000		
333.500000	-584.120000		
334.000000	-584.334000		
334.500000	-584.132000		
335.000000	-584.143000		
335.500000	-584.005000		
336.000000	-584.088000		
336.500000	-584.143000		
337.000000	-584.192000		
337.500000	-584.402000		
338.000000	-584.013000		
338.500000	-583.858000		
339.000000	-584.178000		
339.500000	-584.269000		
340.000000	-584.236000		
340.500000	-584.059000		
341.000000	-583.945000		
341.500000	-584.207000		
342.000000	-584.007000		
342.500000	-584.360000		
343.000000	-584.294000		
343.500000	-584.058000		
344.000000	-583.988000		
344.500000	-584.006000		
345.000000	-584.373000		
345.500000	-584.277000		
346.000000	-584.156000		
346.500000	-584.027000		
347.000000	-584.058000		
347.500000	-584.061000		
348.000000	-583.829000		
348.500000	-584.022000		
349.000000	-584.092000		
349.500000	-583.982000		
350.000000	-584.054000		
350.500000	-583.855000		
351.000000	-584.179000		
351.500000	-584.377000		
352.000000	-584.215000		
352.500000	-584.038000		
353.000000	-584.145000		
353.500000	-583.919000		
354.000000	-584.082000		
354.500000	-584.004000		
355.000000	-584.113000		
355.500000	-584.223000		
356.000000	-584.012000		
356.500000	-584.081000		
357.000000	-584.243000		
357.500000	-583.768000		
358.000000	-583.597000		
358.500000	-584.155000		
359.000000	-584.102000		
359.500000	-583.843000		
360.000000	-583.869000		
360.500000	-583.777000		
361.000000	-583.866000		
361.500000	-584.064000		
362.000000	-583.693000		
362.500000	-583.774000		
363.000000	-584.018000		
363.500000	-584.033000		
364.000000	-583.914000		
364.500000	-584.200000		
365.000000	-583.938000		
365.500000	-584.050000		
366.000000	-583.787000		
366.500000	-583.929000		
367.000000	-584.110000		
367.500000	-584.049000		
368.000000	-583.766000		
368.500000	-583.621000		
369.000000	-583.620000		
369.500000	-583.952000		
370.000000	-583.834000		
370.500000	-583.940000		
371.000000	-583.800000		
371.500000	-583.651000		
372.000000	-583.817000		
372.500000	-583.773000		
373.000000	-583.752000		
373.500000	-583.698000		
374.000000	-583.781000		
374.500000	-583.740000		
375.000000	-583.846000		
375.500000	-583.669000		
376.000000	-583.893000		
376.500000	-583.744000		
377.000000	-583.845000		
377.500000	-583.854000		
378.000000	-584.031000		
378.500000	-583.744000		
379.000000	-583.580000		
379.500000	-584.051000		
380.000000	-583.829000		
380.500000	-583.987000		
381.000000	-583.583000		
381.500000	-583.916000		
382.000000	-583.964000		
382.500000	-583.846000		
383.000000	-583.691000		
383.500000	-583.574000		
384.000000	-583.888000		
384.500000	-583.877000		
385.000000	-583.773000		
385.500000	-583.820000		
386.000000	-583.604000		
386.500000	-583.828000		
387.000000	-583.819000		
387.500000	-583.868000		
388.000000	-583.434000		
388.500000	-583.610000		
389.000000	-583.631000		
389.500000	-583.675000		
390.000000	-583.676000		
390.500000	-583.597000		
391.000000	-583.776000		
391.500000	-583.571000		
392.000000	-583.670000		
392.500000	-583.693000		
393.000000	-583.642000		
393.500000	-583.617000		
394.000000	-583.697000		
394.500000	-583.782000		
395.000000	-583.728000		
395.500000	-583.434000		
396.000000	-583.475000		
396.500000	-583.538000		
397.000000	-583.533000		
397.500000	-583.507000		
398.000000	-583.606000		
398.500000	-583.327000		
399.000000	-583.600000		
399.500000	-583.525000		
400.000000	-583.541000		
400.500000	-583.601000		
401.000000	-583.768000		
401.500000	-583.665000		
402.000000	-583.550000		
402.500000	-583.577000		
403.000000	-583.683000		
403.500000	-583.462000		
404.000000	-583.541000		
404.500000	-583.752000		
405.000000	-583.685000		
405.500000	-583.582000		
406.000000	-583.327000		
406.500000	-583.397000		
407.000000	-583.386000		
407.500000	-583.659000		
408.000000	-583.246000		
408.500000	-583.228000		
409.000000	-583.535000		
409.500000	-583.746000		
410.000000	-583.479000		
410.500000	-583.445000		
411.000000	-583.340000		
411.500000	-583.415000		
412.000000	-583.412000		
412.500000	-583.396000		
413.000000	-583.386000		
413.500000	-583.676000		
414.000000	-583.705000		
414.500000	-583.531000		
415.000000	-583.497000		
415.500000	-583.216000		
416.000000	-583.530000		
416.500000	-583.391000		
417.000000	-583.226000		
417.500000	-583.450000		
418.000000	-583.325000		
418.500000	-583.265000		
419.000000	-583.449000		
419.500000	-583.318000		
420.000000	-583.269000		
420.500000	-583.314000		
421.000000	-583.316000		
421.500000	-583.290000		
422.000000	-583.237000		
422.500000	-583.238000		
423.000000	-583.370000		
423.500000	-583.559000		
424.000000	-583.374000		
424.500000	-583.292000		
425.000000	-583.202000		
425.500000	-583.513000		
426.000000	-583.461000		
426.500000	-583.354000		
427.000000	-582.950000		
427.500000	-583.184000		
428.000000	-583.091000		
428.500000	-583.230000		
429.000000	-583.129000		
429.500000	-583.173000		
430.000000	-583.195000		
430.500000	-582.482000		
431.000000	-582.324000		
431.500000	-582.573000		
432.000000	-582.616000		
432.500000	-582.423000		
433.000000	-582.468000		
433.500000	-582.508000		
434.000000	-582.773000		
434.500000	-582.307000		
435.000000	-582.419000		
435.500000	-582.472000		
436.000000	-582.451000		
436.500000	-582.376000		
437.000000	-582.555000		
437.500000	-582.291000		
438.000000	-582.655000		
438.500000	-582.625000		
439.000000	-582.367000		
439.500000	-582.499000		
440.000000	-582.577000		
440.500000	-582.650000		
441.000000	-582.457000		
441.500000	-582.621000		
442.000000	-582.893000		
442.500000	-582.743000		
443.000000	-582.642000		
443.500000	-582.483000		
444.000000	-582.605000		
444.500000	-582.302000		
445.000000	-582.501000		
445.500000	-582.681000		
446.000000	-582.547000		
446.500000	-582.717000		
447.000000	-582.509000		
447.500000	-582.458000		
448.000000	-582.660000		
448.500000	-582.851000		
449.000000	-582.599000		
449.500000	-582.549000		
450.000000	-582.353000		
450.500000	-582.434000		
451.000000	-582.634000		
451.500000	-582.432000		
452.000000	-582.519000		
452.500000	-582.647000		
453.000000	-582.596000		
453.500000	-582.510000		
454.000000	-582.586000		
454.500000	-582.295000		
455.000000	-582.377000		
455.500000	-582.584000		
456.000000	-582.316000		
456.500000	-582.465000		
457.000000	-582.330000		
457.500000	-582.536000		
458.000000	-582.697000		
458.500000	-582.556000		
459.000000	-582.649000		
459.500000	-582.615000		
460.000000	-582.353000		
460.500000	-582.553000		
461.000000	-582.591000		
461.500000	-582.579000		
462.000000	-582.500000		
462.500000	-582.855000		
463.000000	-582.767000		
463.500000	-582.561000		
464.000000	-582.436000		
464.500000	-582.382000		
465.000000	-582.687000		
465.500000	-582.548000		
466.000000	-582.679000		
466.500000	-582.514000		
467.000000	-583.113000		
467.500000	-582.786000		
468.000000	-582.310000		
468.500000	-582.361000		
469.000000	-582.210000		
469.500000	-582.245000		
470.000000	-583.021000		
470.500000	-582.895000		
471.000000	-582.627000		
471.500000	-582.457000		
472.000000	-582.715000		
472.500000	-582.630000		
473.000000	-582.267000		
473.500000	-582.667000		
474.000000	-582.371000		
474.500000	-582.310000		
475.000000	-582.799000		
475.500000	-582.635000		
476.000000	-582.461000		
476.500000	-582.520000		
477.000000	-582.506000		
477.500000	-582.321000		
478.000000	-582.474000		
478.500000	-582.344000		
479.000000	-582.328000		
479.500000	-582.551000		
480.000000	-582.325000		
480.500000	-582.138000		
481.000000	-582.154000		
481.500000	-582.341000		
482.000000	-582.428000		
482.500000	-582.366000		
483.000000	-582.407000		
483.500000	-582.433000		
484.000000	-582.445000		
484.500000	-582.109000		
485.000000	-581.945000		
485.500000	-582.221000		
486.000000	-582.326000		
486.500000	-582.559000		
487.000000	-582.381000		
487.500000	-582.384000		
488.000000	-582.213000		
488.500000	-582.318000		
489.000000	-582.414000		
489.500000	-582.401000		
490.000000	-582.344000		
490.500000	-582.042000		
491.000000	-582.248000		
491.500000	-582.278000		
492.000000	-582.287000		
492.500000	-582.346000		
493.000000	-582.161000		
493.500000	-582.239000		
494.000000	-582.530000		
494.500000	-582.434000		
495.000000	-582.246000		
495.500000	-582.287000		
496.000000	-582.300000		
496.500000	-582.321000		
497.000000	-582.249000		
497.500000	-582.348000		
498.000000	-582.200000		
498.500000	-582.470000		
499.000000	-582.064000		
499.500000	-582.166000		
500.000000	-582.200000		
500.500000	-582.216000		
501.000000	-582.277000		
501.500000	-582.427000		
502.000000	-582.285000		
502.500000	-582.244000		
503.000000	-582.340000		
503.500000	-582.499000		
504.000000	-582.354000		
504.500000	-582.247000		
505.000000	-582.257000		
505.500000	-581.974000		
506.000000	-582.040000		
506.500000	-582.248000		
507.000000	-582.197000		
507.500000	-582.474000		
508.000000	-582.346000		
508.500000	-582.526000		
509.000000	-582.234000		
509.500000	-582.300000		
510.000000	-582.206000		
510.500000	-582.513000		
511.000000	-582.265000		
511.500000	-582.420000		
512.000000	-582.564000		
512.500000	-582.264000		
513.000000	-582.107000		
513.500000	-581.882000		
514.000000	-582.186000		
514.500000	-582.369000		
515.000000	-582.396000		
515.500000	-582.297000		
516.000000	-582.279000		
516.500000	-582.122000		
517.000000	-581.969000		
517.500000	-582.312000		
518.000000	-582.235000		
518.500000	-582.159000		
519.000000	-582.065000		
519.500000	-582.209000		
520.000000	-581.869000		
520.500000	-582.069000		
521.000000	-582.211000		
521.500000	-582.145000		
522.000000	-582.224000		
522.500000	-582.184000		
523.000000	-582.146000		
523.500000	-582.144000		
524.000000	-582.018000		
524.500000	-582.045000		
525.000000	-582.036000		
525.500000	-582.048000		
526.000000	-582.014000		
526.500000	-582.206000		
527.000000	-582.476000		
527.500000	-582.225000		
528.000000	-582.187000		
528.500000	-582.290000		
529.000000	-582.144000		
529.500000	-582.233000		
530.000000	-582.237000		
530.500000	-581.915000		
531.000000	-582.186000		
531.500000	-582.047000		
532.000000	-582.030000		
532.500000	-581.886000		
533.000000	-582.147000		
533.500000	-581.938000		
534.000000	-581.772000		
534.500000	-582.019000		
535.000000	-582.240000		
535.500000	-582.288000		
536.000000	-582.107000		
536.500000	-582.000000		
537.000000	-581.930000		
537.500000	-582.148000		
538.000000	-582.090000		
538.500000	-581.886000		
539.000000	-582.206000		
539.500000	-582.078000		
540.000000	-582.082000		
540.500000	-582.181000		
541.000000	-582.191000		
541.500000	-582.269000		
542.000000	-581.950000		
542.500000	-582.141000		
543.000000	-582.095000		
543.500000	-581.990000		
544.000000	-582.366000		
544.500000	-582.178000		
545.000000	-582.179000		
545.500000	-582.065000		
546.000000	-582.090000		
546.500000	-581.855000		
547.000000	-581.824000		
547.500000	-581.952000		
548.000000	-582.008000		
548.500000	-581.974000		
549.000000	-581.896000		
549.500000	-582.065000		
550.000000	-582.085000		
550.500000	-582.011000		
551.000000	-581.769000		
551.500000	-581.746000		
552.000000	-581.817000		
552.500000	-581.860000		
553.000000	-581.860000		
553.500000	-581.893000		
554.000000	-581.895000		
554.500000	-581.916000		
555.000000	-582.143000		
555.500000	-581.924000		
556.000000	-581.874000		
556.500000	-582.333000		
557.000000	-582.290000		
557.500000	-582.156000		
558.000000	-582.035000		
558.500000	-582.224000		
559.000000	-582.156000		
559.500000	-582.361000		
560.000000	-582.066000		
560.500000	-582.077000		
561.000000	-581.869000		
561.500000	-581.916000		
562.000000	-581.997000		
562.500000	-581.885000		
563.000000	-581.976000		
563.500000	-581.951000		
564.000000	-582.153000		
564.500000	-581.833000		
565.000000	-581.708000		
565.500000	-582.000000		
566.000000	-581.974000		
566.500000	-582.083000		
567.000000	-582.029000		
567.500000	-582.102000		
568.000000	-582.165000		
568.500000	-581.834000		
569.000000	-581.807000		
569.500000	-581.793000		
570.000000	-581.893000		
570.500000	-581.989000		
571.000000	-581.944000		
571.500000	-582.094000		
572.000000	-581.792000		
572.500000	-582.146000		
573.000000	-581.795000		
573.500000	-581.667000		
574.000000	-581.764000		
574.500000	-581.974000		
575.000000	-581.905000		
575.500000	-581.858000		
576.000000	-581.894000		
576.500000	-582.108000		
577.000000	-581.860000		
577.500000	-581.769000		
578.000000	-581.719000		
