7.646492e+002,-1.697845e-003
7.656134e+002,-1.718670e-003
7.665777e+002,-1.794208e-003
7.675419e+002,-1.808199e-003
7.685062e+002,-1.799157e-003
7.694704e+002,-1.753124e-003
7.704347e+002,-1.635296e-003
7.713989e+002,-1.616249e-003
7.723632e+002,-1.605620e-003
7.733274e+002,-1.515554e-003
7.742917e+002,-1.419757e-003
7.752559e+002,-1.375665e-003
7.762202e+002,-1.263582e-003
7.771844e+002,-1.130254e-003
7.781487e+002,-9.922573e-004
7.791129e+002,-9.119509e-004
7.800771e+002,-8.234281e-004
7.810414e+002,-7.355158e-004
7.820057e+002,-5.896836e-004
7.829699e+002,-4.776295e-004
7.839341e+002,-3.364452e-004
7.848984e+002,-2.550572e-004
7.858627e+002,-1.888230e-004
7.868269e+002,-4.877057e-005
7.877911e+002,8.930542e-005
7.887554e+002,2.011702e-004
7.897197e+002,3.426417e-004
7.906839e+002,4.711564e-004
7.916481e+002,5.786406e-004
7.926124e+002,6.576119e-004
7.935767e+002,8.765172e-004
7.945409e+002,1.045543e-003
7.955051e+002,1.149216e-003
7.964694e+002,1.238492e-003
7.974337e+002,1.330113e-003
7.983979e+002,1.425012e-003
7.993621e+002,1.552151e-003
8.003264e+002,1.677499e-003
8.012906e+002,1.763723e-003
8.022549e+002,1.817322e-003
8.032191e+002,1.881411e-003
8.041833e+002,1.869564e-003
8.051476e+002,1.899681e-003
8.061119e+002,1.979093e-003
8.070761e+002,2.036280e-003
8.080403e+002,2.100102e-003
8.090046e+002,2.121477e-003
8.099689e+002,2.088782e-003
8.109331e+002,2.102965e-003
8.118973e+002,2.110490e-003
8.128616e+002,2.058985e-003
8.138259e+002,2.024629e-003
8.147901e+002,2.054857e-003
8.157543e+002,2.049164e-003
8.167186e+002,2.001694e-003
8.176829e+002,1.998265e-003
8.186471e+002,2.065177e-003
8.196113e+002,2.104796e-003
8.205756e+002,2.127504e-003
8.215399e+002,2.096606e-003
8.225041e+002,2.140357e-003
8.234683e+002,2.209588e-003
8.244326e+002,2.261278e-003
8.253969e+002,2.352782e-003
8.263611e+002,2.454535e-003
8.273253e+002,2.541880e-003
8.282896e+002,2.614409e-003
8.292538e+002,2.661979e-003
8.302181e+002,2.782112e-003
8.311823e+002,2.879629e-003
8.321466e+002,2.933200e-003
8.331108e+002,2.912151e-003
8.340751e+002,2.905380e-003
8.350393e+002,2.978337e-003
8.360036e+002,3.097155e-003
8.369678e+002,3.181960e-003
8.379321e+002,3.260638e-003
8.388963e+002,3.369182e-003
8.398606e+002,3.457480e-003
8.408248e+002,3.569080e-003
8.417891e+002,3.630119e-003
8.427533e+002,3.647561e-003
8.437176e+002,3.664969e-003
8.446818e+002,3.592198e-003
8.456461e+002,3.435871e-003
8.466103e+002,3.312152e-003
8.475746e+002,3.236135e-003
8.485388e+002,3.060715e-003
8.495031e+002,2.805322e-003
8.504673e+002,2.575777e-003
8.514316e+002,2.291022e-003
8.523958e+002,1.912760e-003
8.533600e+002,1.457192e-003
8.543243e+002,9.473074e-004
8.552886e+002,4.197128e-004
8.562528e+002,-1.125417e-004
8.572170e+002,-6.204554e-004
8.581813e+002,-1.085505e-003
8.591456e+002,-1.434255e-003
8.601098e+002,-1.697911e-003
8.610740e+002,-1.959164e-003
8.620383e+002,-2.151127e-003
8.630026e+002,-2.293832e-003
8.639668e+002,-2.443640e-003
8.649310e+002,-2.541188e-003
8.658953e+002,-2.637661e-003
8.668596e+002,-2.687585e-003
8.678238e+002,-2.752451e-003
8.687880e+002,-2.791564e-003
8.697523e+002,-2.794033e-003
8.707166e+002,-2.833801e-003
8.716808e+002,-2.815893e-003
8.726450e+002,-2.699275e-003
8.736093e+002,-2.539673e-003
8.745735e+002,-2.277022e-003
8.755378e+002,-1.983440e-003
8.765020e+002,-1.657511e-003
8.774662e+002,-1.289747e-003
8.784305e+002,-8.276281e-004
